Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Uncore Clock [MHz]","Core #0 Usage [%]","Core #1 Usage [%]","Core #2 Usage [%]","Core #3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Uncore Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","Total DRAM Power [W]","GPU Clock [MHz]","GPU D3D Usage [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","Package C2 Residency [%]","Core #0 Thread 0 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C7 Residency [%]","Core #1 C7 Residency [%]","Core #2 C7 Residency [%]","Core #3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Graphics Driver [Yes/No]","IA: Autonomous Utilization-Based Frequency Control [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Domain-Level PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: Graphics Driver [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: Running Average Thermal Limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Domain-Level PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Temperature 1 [°C]","Temperature 2 [°C]","Temperature 3 [°C]","Vcore [V]","Vccp2 [V]","+3.3V [V]","+5V [V]","VIN6 [V]","5VSB [V]","VBAT [V]","Power [RPM]","Fan5 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","iGPU VID [V]",
17.2.2017,16:44:14.024,5298,7991,39.8,3538,2519,58.4,3.2,1.010,1.007,1.007,1.010,3093.4,3093.4,3093.4,3093.4,99.8,3093.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,56,56,58,55,44,44,42,45,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,47,38.266,32.588,0.011,3.780,598.7,0.3,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1735,1383,No,32,32,No,No,0.0,0.2,0.2,0.000,0.087,239006,192194,1016,622,3.817,2.628,0,0.000,
17.2.2017,16:44:16.182,5298,7990,39.8,3538,2520,58.4,3.2,1.010,1.007,1.007,1.010,3093.4,3093.4,3093.4,3093.4,99.8,3093.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,56,56,58,56,44,44,42,44,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,48,38.354,32.667,0.009,3.781,598.7,0.3,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1735,1383,No,32,32,No,No,1.0,0.0,1.0,0.003,0.003,239007,192194,1016,622,1.943,1.431,0,0.000,
17.2.2017,16:44:18.325,5298,7990,39.8,3537,2520,58.3,3.2,0.951,0.953,1.007,1.010,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,56,56,58,57,44,44,42,43,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,48,38.251,32.594,0.008,3.781,598.7,0.3,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1735,1383,No,32,32,No,No,0.0,0.0,0.0,0.000,0.005,239007,192194,1016,622,0.341,0.000,0,0.000,
17.2.2017,16:44:20.475,5297,7991,39.8,3537,2521,58.3,3.2,1.010,1.007,1.007,1.010,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,57,57,58,56,43,43,42,44,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,47,38.075,32.393,0.023,3.778,598.7,0.7,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1735,1383,No,32,32,No,No,0.0,0.7,0.7,0.000,0.009,239007,192194,1016,622,0.616,0.024,0,0.000,
17.2.2017,16:44:22.610,5298,7990,39.8,3537,2521,58.3,3.2,0.951,0.953,1.007,1.010,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,54,57,58,57,46,43,42,43,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,47,38.076,32.420,0.012,3.779,598.7,0.4,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1735,1383,No,32,32,No,No,0.0,0.0,0.0,0.000,0.000,239007,192194,1016,622,0.722,0.253,0,0.000,
17.2.2017,16:44:24.792,5298,7991,39.8,3537,2520,58.3,3.2,1.010,1.007,1.007,1.010,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,57,57,58,56,43,43,42,44,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,47,38.059,32.319,0.032,3.769,598.7,1.0,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,44,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1735,1383,No,32,32,No,No,0.0,0.1,0.1,0.000,0.030,239007,192194,1016,622,1.704,0.518,0,0.000,
17.2.2017,16:44:26.942,5298,7991,39.8,3538,2520,58.3,3.2,1.010,1.007,1.007,0.951,3093.9,3093.9,3093.9,3093.9,99.8,3093.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,54,58,59,56,46,42,41,44,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,47,38.000,32.330,0.023,3.778,598.8,0.7,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.4,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,44,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1735,1380,No,32,32,No,No,0.0,0.0,0.0,0.001,0.000,239007,192194,1016,622,0.736,0.025,0,0.000,
17.2.2017,16:44:29.085,5297,7991,39.8,3537,2520,58.3,3.2,1.010,1.007,0.954,1.010,3093.9,3093.9,3093.9,3093.9,99.8,3093.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,57,57,58,56,43,43,42,44,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,48,38.009,32.381,0.009,3.781,598.8,0.3,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.4,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,44,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1735,1383,No,32,32,No,No,0.0,1.2,1.2,0.000,0.026,239007,192194,1016,622,0.764,0.038,0,0.000,
17.2.2017,16:44:31.227,5298,7991,39.8,3537,2520,58.3,3.2,0.951,1.007,1.007,1.010,3092.8,3092.8,3092.8,3092.8,99.8,3092.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,55,56,58,56,45,44,42,44,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,48,37.916,32.270,0.019,3.778,598.6,0.5,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,44,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1735,1380,No,32,32,No,No,0.0,0.7,0.7,0.000,0.009,239007,192194,1016,622,0.636,0.152,0,0.000,
17.2.2017,16:44:33.369,5298,7990,39.8,3538,2519,58.4,3.2,1.010,1.007,1.007,1.010,3092.8,3092.8,3092.8,3092.8,99.8,3092.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,57,58,59,56,43,42,41,44,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,47,37.938,32.229,0.038,3.775,598.6,1.1,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,44,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1735,1383,No,32,32,No,No,0.0,0.0,0.0,0.000,0.019,239007,192194,1016,622,0.421,0.049,0,0.000,
17.2.2017,16:44:35.503,5297,7992,39.8,3537,2520,58.3,3.2,1.010,1.007,1.007,1.010,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,56,57,59,56,44,43,41,44,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,47,38.186,32.493,0.012,3.774,598.7,0.4,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,44,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1735,1380,No,32,32,No,No,0.0,0.0,0.0,0.000,0.000,239007,192194,1016,622,0.363,0.000,0,0.000,
17.2.2017,16:44:37.637,5297,7991,39.8,3537,2520,58.3,3.2,1.010,1.007,1.007,1.010,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,57,57,59,57,43,43,41,43,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,48,38.184,32.521,0.010,3.781,598.7,0.3,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1739,1380,No,32,32,No,No,0.0,0.0,0.0,0.000,0.000,239007,192194,1016,622,0.427,0.066,0,0.000,
17.2.2017,16:44:39.795,5297,7991,39.8,3537,2520,58.3,3.2,1.010,0.953,1.007,1.010,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,56,57,59,57,44,43,41,43,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,48,38.232,32.565,0.008,3.780,598.7,0.3,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1757,1397,No,32,32,No,No,0.0,0.0,0.0,0.000,0.003,239007,192194,1016,622,0.642,0.000,0,0.000,
17.2.2017,16:44:41.978,5286,8003,39.7,3543,2514,58.4,3.2,1.010,0.953,0.954,0.951,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,57,57,58,55,43,43,42,45,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,47,38.244,32.552,0.010,3.777,598.7,0.3,0,160,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1757,1397,No,32,32,No,No,16.9,0.0,16.9,0.644,0.000,239008,192194,1016,622,0.865,0.024,0,0.000,
17.2.2017,16:44:44.146,5291,7998,39.8,3561,2496,58.7,3.2,1.010,1.007,0.949,1.010,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,56,58,59,56,44,42,41,44,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,49,37.909,32.064,0.009,3.756,598.7,0.2,0,150,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1762,1397,No,32,32,No,No,100.0,0.0,100.0,1.821,0.015,239012,192194,1016,622,0.635,0.174,0,0.000,
17.2.2017,16:44:46.288,5293,7995,39.8,3584,2473,59.1,3.2,1.010,1.007,0.949,1.010,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,57,58,60,57,43,42,40,43,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,47,38.389,32.423,0.009,3.738,598.7,0.3,0,150,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1757,1397,No,32,32,No,No,41.3,9.0,50.4,0.969,0.110,239014,192194,1016,622,0.519,0.134,0,0.000,
17.2.2017,16:44:48.429,5293,7996,39.8,3585,2472,59.1,3.2,1.010,1.007,1.007,1.010,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,56,58,60,59,44,42,40,41,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,48,38.361,32.296,0.008,3.721,598.7,0.2,0,150,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1771,1403,No,32,32,No,No,14.7,0.0,14.8,0.049,0.017,239014,192194,1016,622,0.677,0.064,0,0.000,
17.2.2017,16:44:50.556,5304,7984,39.9,3598,2460,59.3,3.2,1.010,1.007,0.949,1.010,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,58,58,59,57,42,42,41,43,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,48,38.228,32.476,0.009,3.764,598.7,0.3,0,150,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1781,1412,No,32,32,No,No,1.6,0.0,1.7,0.032,0.001,239014,192194,1016,622,0.900,0.150,0,0.000,
17.2.2017,16:44:52.681,5306,7982,39.9,3600,2458,59.4,3.2,1.010,1.007,1.007,1.010,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,56,58,59,57,44,42,41,43,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,48,37.973,32.251,0.043,3.772,598.7,1.2,0,150,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1781,1415,No,32,32,No,No,0.0,0.0,0.0,0.000,0.000,239014,192194,1016,622,0.280,0.000,0,0.000,
17.2.2017,16:44:54.804,5306,7982,39.9,3600,2458,59.4,3.2,1.010,0.953,1.007,1.010,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,57,57,59,58,43,43,41,42,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,48,37.951,32.226,0.045,3.776,598.7,1.5,0,155,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1781,1412,No,32,32,No,No,1.5,0.0,1.5,0.003,0.003,239014,192194,1016,622,7.690,0.373,0,0.000,
17.2.2017,16:44:56.931,5307,7981,39.9,3600,2457,59.4,3.2,1.010,1.007,1.007,0.951,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,55,58,59,57,45,42,41,43,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,48,37.893,32.011,0.147,3.769,598.7,4.3,0,155,0.0,99.1,99.1,99.1,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1781,1415,No,32,32,No,No,1.4,0.0,1.4,0.013,0.000,239014,192194,1016,622,0.628,0.000,0,0.000,
17.2.2017,16:44:59.057,5307,7982,39.9,3600,2457,59.4,3.2,1.010,1.007,1.007,1.010,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,56,58,60,58,44,42,40,42,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,49,37.955,32.102,0.093,3.762,598.7,2.7,0,155,0.0,99.1,99.1,99.1,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,45,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1781,1412,No,32,32,No,No,0.0,0.0,0.0,0.000,0.015,239014,192195,1016,622,0.496,0.000,0,0.000,
17.2.2017,16:45:1.199,5305,7984,39.9,3600,2457,59.4,3.2,1.010,1.007,1.007,1.010,3093.1,3093.1,3093.1,3093.1,99.8,3093.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,56,57,59,57,44,43,41,43,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,49,38.122,32.455,0.010,3.776,598.7,0.3,0,155,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,46,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1776,1412,No,32,32,No,No,0.0,0.1,0.1,0.000,0.026,239014,192195,1016,622,0.734,0.066,0,0.000,
17.2.2017,16:45:3.349,5305,7983,39.9,3600,2457,59.4,3.2,0.951,0.953,1.007,1.010,3093.1,3093.1,3093.1,3093.1,99.8,3093.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,56,58,58,57,44,42,42,43,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,49,38.159,32.506,0.008,3.781,598.7,0.3,0,155,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,46,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1781,1415,No,32,32,No,No,0.0,0.1,0.1,0.000,0.032,239014,192195,1016,622,0.391,0.156,0,0.000,
17.2.2017,16:45:5.475,5305,7984,39.9,3600,2457,59.4,3.2,0.951,1.007,1.007,1.010,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,55,57,59,58,45,43,41,42,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,48,37.990,32.355,0.009,3.776,598.7,0.3,0,155,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,46,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1781,1412,No,32,32,No,No,0.0,0.0,0.0,0.000,0.015,239014,192195,1016,622,1.298,0.019,0,0.000,
17.2.2017,16:45:7.601,5304,7984,39.9,3600,2457,59.4,3.2,1.010,1.007,1.007,0.951,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,57,58,60,57,43,42,40,43,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,48,38.218,32.552,0.021,3.782,598.7,0.6,0,155,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,46,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1781,1415,No,32,32,No,No,0.0,0.0,0.0,0.000,0.000,239014,192195,1016,622,0.466,0.025,0,0.000,
17.2.2017,16:45:9.726,5305,7984,39.9,3600,2457,59.4,3.2,1.010,0.953,1.007,1.010,3093.4,3093.4,3093.4,3093.4,99.8,3093.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,55,57,60,56,45,43,40,44,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,48,38.226,32.565,0.009,3.779,598.7,0.3,0,155,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,46,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1781,1415,No,32,32,No,No,0.0,0.0,0.0,0.000,0.005,239014,192195,1016,622,0.473,0.084,0,0.000,
