Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Uncore Clock [MHz]","Core #0 Usage [%]","Core #1 Usage [%]","Core #2 Usage [%]","Core #3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Uncore Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","Total DRAM Power [W]","GPU Clock [MHz]","GPU D3D Usage [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","Package C2 Residency [%]","Core #0 Thread 0 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C7 Residency [%]","Core #1 C7 Residency [%]","Core #2 C7 Residency [%]","Core #3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Graphics Driver [Yes/No]","IA: Autonomous Utilization-Based Frequency Control [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Domain-Level PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: Graphics Driver [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: Running Average Thermal Limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Domain-Level PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Temperature 1 [°C]","Temperature 2 [°C]","Temperature 3 [°C]","Vcore [V]","Vccp2 [V]","+3.3V [V]","+5V [V]","VIN6 [V]","5VSB [V]","VBAT [V]","Power [RPM]","Fan5 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","iGPU VID [V]",
17.2.2017,16:41:44.245,5341,7947,40.1,3735,2323,61.6,3.0,1.015,0.958,1.017,1.015,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,43,45,44,44,57,55,56,56,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,38,37.391,31.573,0.067,3.744,598.7,3.0,0,198,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,38,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1486,1146,No,32,32,No,No,26.1,3.0,29.0,0.193,0.024,239002,192162,1016,622,0.977,0.000,0,0.000,
17.2.2017,16:41:46.395,5329,7960,40.1,3723,2334,61.4,3.0,1.015,1.012,1.012,1.015,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,46,47,47,45,54,53,53,55,47,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,39,37.492,31.740,0.065,3.752,598.7,0.5,0,198,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,38,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1483,1144,No,32,32,No,No,1.0,3.2,4.2,0.003,0.152,239002,192163,1016,622,0.361,0.000,0,0.000,
17.2.2017,16:41:48.537,5329,7960,40.1,3723,2335,61.4,3.0,0.961,1.012,1.012,1.015,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,45,48,47,46,55,52,53,54,48,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,39,37.547,31.903,0.014,3.770,598.7,0.5,0,198,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,39,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1486,1144,No,32,32,No,No,1.9,3.6,5.6,0.065,0.091,239002,192163,1016,622,0.736,0.174,0,0.000,
17.2.2017,16:41:50.680,5331,7958,40.1,3725,2332,61.4,3.0,1.015,0.958,1.012,1.015,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,47,47,48,45,53,53,52,55,48,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,49,49,39,37.628,31.766,0.164,3.766,598.7,4.6,0,198,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,38,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1506,1155,No,32,32,No,No,0.0,0.0,0.0,0.000,0.001,239002,192163,1016,622,0.565,0.000,0,0.000,
17.2.2017,16:41:52.805,5328,7960,40.0,3724,2333,61.4,3.0,1.015,1.012,1.012,1.015,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,46,48,49,48,54,52,51,52,49,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,49,49,39,37.702,31.965,0.043,3.768,598.7,1.3,0,198,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,39,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1510,1159,No,32,32,No,No,0.6,0.0,0.6,0.003,0.001,239002,192163,1016,622,0.758,0.232,0,0.000,
17.2.2017,16:41:54.948,5329,7960,40.1,3726,2331,61.5,2.9,0.956,1.012,1.012,1.015,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,48,48,50,46,52,52,50,54,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,49,49,39,37.984,32.204,0.019,3.755,598.7,0.6,0,198,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,39,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1527,1171,No,32,32,No,No,35.4,0.0,35.4,1.773,0.000,239006,192163,1016,622,2.301,0.199,0,0.000,
17.2.2017,16:41:57.073,5323,7966,40.0,3720,2337,61.4,2.9,1.015,0.958,1.012,1.015,3093.5,3093.5,3093.5,3093.5,99.8,3093.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,47,49,50,46,53,51,50,54,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,50,39,38.214,32.390,0.018,3.749,598.7,0.5,0,188,0.0,99.1,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,39,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1548,1201,No,32,32,No,No,0.0,2.2,2.2,0.000,0.040,239006,192163,1016,622,0.527,0.025,0,0.000,
17.2.2017,16:41:59.206,5322,7967,40.0,3720,2337,61.4,2.9,0.956,1.012,1.012,1.015,3093.5,3093.5,3093.5,3093.5,99.8,3093.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,48,48,49,49,52,52,51,51,49,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,50,40,37.973,32.246,0.035,3.766,598.7,1.0,0,188,0.0,99.1,99.1,99.1,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,40,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1555,1209,No,32,32,No,No,0.1,0.0,0.1,0.005,0.001,239006,192163,1016,622,0.849,0.079,0,0.000,
17.2.2017,16:42:1.373,5321,7967,40.0,3720,2338,61.4,2.9,0.956,1.012,1.012,0.956,3093.1,3093.1,3093.1,3093.1,99.8,3093.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,47,49,51,49,53,51,49,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,50,41,37.825,32.182,0.009,3.776,598.7,0.3,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,39,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1551,1209,No,32,32,No,No,0.0,0.6,0.6,0.000,0.194,239006,192163,1016,622,0.499,0.065,0,0.000,
17.2.2017,16:42:3.523,5321,7967,40.0,3720,2337,61.4,2.9,1.015,1.012,0.954,1.015,3093.1,3093.1,3093.1,3093.1,99.8,3093.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,48,49,50,47,52,51,50,53,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,41,37.867,32.230,0.010,3.777,598.7,0.3,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,40,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1551,1209,No,32,32,No,No,1.1,0.0,1.2,0.011,0.020,239006,192164,1016,622,0.899,0.000,0,0.000,
17.2.2017,16:42:5.657,5321,7967,40.0,3720,2337,61.4,2.9,1.015,1.012,1.012,1.015,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,47,49,50,48,53,51,50,52,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,40,37.894,32.273,0.008,3.781,598.7,0.3,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,40,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1551,1209,No,32,32,No,No,0.0,0.0,0.0,0.000,0.001,239006,192164,1016,622,0.769,0.019,0,0.000,
17.2.2017,16:42:7.801,5308,7980,39.9,3710,2348,61.2,2.9,1.015,1.012,1.012,1.015,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,49,50,52,49,51,50,48,51,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,41,37.985,32.352,0.008,3.782,598.7,0.3,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,40,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1551,1209,No,32,32,No,No,0.7,0.0,0.8,0.001,0.003,239006,192164,1016,622,0.896,0.000,0,0.000,
17.2.2017,16:42:9.941,5308,7980,39.9,3710,2348,61.2,2.9,0.956,1.012,1.012,1.015,3093.0,3093.0,3093.0,3093.0,99.8,3093.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,48,50,50,48,52,50,50,52,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,40,37.814,32.138,0.021,3.773,598.6,0.8,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,40,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1551,1209,No,32,32,No,No,5.5,0.0,5.5,0.015,0.000,239006,192164,1016,622,0.596,0.108,0,0.000,
17.2.2017,16:42:12.067,5308,7981,39.9,3709,2348,61.2,2.9,1.015,1.012,1.012,1.015,3093.0,3093.0,3093.0,3093.0,99.8,3093.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,49,51,52,49,51,49,48,51,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,52,41,37.880,32.233,0.012,3.776,598.6,0.4,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,40,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1558,1216,No,32,32,No,No,0.0,0.0,0.0,0.000,0.000,239006,192164,1016,622,0.322,0.025,0,0.000,
17.2.2017,16:42:14.208,5308,7981,39.9,3710,2348,61.2,2.9,1.015,0.953,0.954,1.015,3093.7,3093.7,3093.7,3093.7,99.8,3093.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,49,51,52,50,51,49,48,50,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,41,37.969,32.302,0.019,3.779,598.8,0.7,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.4,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,40,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1573,1225,No,32,32,No,No,1.0,0.0,1.1,0.003,0.013,239006,192164,1016,622,0.352,0.149,0,0.000,
17.2.2017,16:42:16.335,5308,7981,39.9,3710,2348,61.2,2.9,0.956,1.012,1.012,1.015,3093.7,3093.7,3093.7,3093.7,99.8,3093.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,50,51,51,50,50,49,49,50,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,52,42,38.045,32.398,0.009,3.779,598.8,0.3,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.4,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,40,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1573,1225,No,32,32,No,No,0.0,0.0,0.0,0.000,0.000,239006,192164,1016,622,0.278,0.000,0,0.000,
17.2.2017,16:42:18.459,5308,7981,39.9,3710,2347,61.2,2.9,0.956,1.012,0.954,1.015,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,49,52,52,50,51,48,48,50,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,52,41,37.914,32.236,0.027,3.777,598.7,0.9,0,188,0.0,99.1,99.1,99.1,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,40,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1573,1227,No,32,32,No,No,0.0,0.7,0.7,0.000,0.019,239006,192164,1016,622,0.625,0.025,0,0.000,
17.2.2017,16:42:20.585,5308,7980,39.9,3710,2348,61.2,2.9,1.015,1.012,1.012,1.015,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,50,51,52,50,50,49,48,50,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,52,42,37.879,32.241,0.012,3.779,598.7,0.4,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,40,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1573,1227,No,32,32,No,No,0.0,0.0,0.0,0.000,0.001,239006,192164,1016,622,0.308,0.000,0,0.000,
17.2.2017,16:42:22.727,5308,7981,39.9,3709,2348,61.2,2.9,0.956,1.012,1.012,1.015,3093.1,3093.1,3093.1,3093.1,99.8,3093.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,49,51,53,50,51,49,47,50,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,52,41,38.055,32.397,0.011,3.779,598.7,0.3,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,40,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1591,1234,No,32,32,No,No,0.0,0.0,0.0,0.000,0.015,239006,192164,1016,622,0.376,0.098,0,0.000,
17.2.2017,16:42:24.861,5310,7979,39.9,3710,2347,61.2,2.9,1.015,1.012,1.012,1.015,3093.1,3093.1,3093.1,3093.1,99.8,3093.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,49,51,52,51,51,49,48,49,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,52,42,37.892,32.176,0.039,3.775,598.7,1.5,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,41,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1599,1240,No,32,32,No,No,0.0,0.0,0.0,0.000,0.000,239006,192164,1016,622,0.914,0.213,0,0.745,
17.2.2017,16:42:26.987,5309,7979,39.9,3710,2347,61.2,2.9,1.015,1.012,1.012,0.956,3093.7,3093.7,3093.7,3093.7,99.8,3093.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,50,51,51,51,50,49,49,49,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,43,37.740,32.024,0.047,3.773,598.8,1.2,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.4,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,41,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1595,1243,No,32,32,No,No,0.0,0.0,0.0,0.000,0.000,239006,192164,1016,622,0.448,0.000,0,0.000,
17.2.2017,16:42:29.110,5309,7979,39.9,3710,2347,61.2,2.9,1.015,1.012,1.012,1.010,3093.7,3093.7,3093.7,3093.7,99.8,3093.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,51,52,52,51,49,48,48,49,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,52,43,37.660,31.930,0.053,3.772,598.8,1.6,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.4,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,41,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1595,1243,No,32,32,No,No,0.0,0.0,0.0,0.000,0.005,239006,192164,1016,622,0.460,0.147,0,0.000,
17.2.2017,16:42:31.253,5310,7978,39.9,3710,2347,61.2,2.9,1.010,0.953,0.954,1.010,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,50,52,54,51,50,48,46,49,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,43,37.961,32.243,0.037,3.775,598.7,1.1,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,41,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1595,1243,No,32,32,No,No,0.8,0.0,0.8,0.001,0.000,239006,192164,1016,622,0.410,0.000,0,0.000,
17.2.2017,16:42:33.379,5309,7979,39.9,3703,2355,61.1,2.9,1.010,1.012,1.012,0.956,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,51,52,53,50,49,48,47,50,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,44,37.956,32.303,0.010,3.776,598.7,0.3,0,188,0.0,99.1,99.1,99.1,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,41,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1622,1254,No,32,32,No,No,0.0,0.0,0.0,0.000,0.015,239006,192164,1016,622,0.513,0.108,0,0.000,
17.2.2017,16:42:35.504,5310,7979,39.9,3702,2355,61.1,2.9,1.010,0.953,1.012,1.010,3092.9,3092.9,3092.9,3092.9,99.8,3092.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,50,52,53,51,50,48,47,49,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,44,37.849,32.154,0.031,3.777,598.6,1.4,0,188,0.0,99.1,99.1,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,42,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1622,1259,No,32,32,No,No,0.0,0.1,0.1,0.000,0.021,239006,192164,1016,622,0.508,0.000,0,0.000,
17.2.2017,16:42:37.637,5316,7972,40.0,3709,2348,61.2,2.9,1.010,1.012,1.012,0.956,3092.9,3092.9,3092.9,3092.9,99.8,3092.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,51,54,53,49,49,46,47,51,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,43,37.571,31.700,0.104,3.766,598.6,2.6,0,188,0.0,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,42,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1622,1256,No,32,32,No,No,0.7,0.0,0.8,0.003,0.013,239006,192164,1016,622,0.456,0.066,0,0.000,
17.2.2017,16:42:39.788,5308,7980,39.9,3547,2511,58.5,3.1,1.010,1.012,1.012,1.010,3093.3,3093.3,3093.3,3093.3,99.8,3093.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,51,52,55,52,49,48,45,48,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,44,37.958,31.957,0.008,3.727,598.7,0.2,0,188,0.0,99.1,99.1,99.1,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.3,8.00,11,11,11,28,208,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,42,-67,2.220,2.220,1.992,3.347,1.932,2.762,1.596,1638,1278,No,32,32,No,No,0.0,23.1,23.1,0.000,9.643,239006,192184,1016,622,0.513,0.000,0,0.000,
