Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Ring Clock [MHz]","System Agent Clock [MHz]","Core #0 Thread #0 Usage [%]","Core #0 Thread #1 Usage [%]","Core #1 Thread #0 Usage [%]","Core #1 Thread #1 Usage [%]","Core #2 Thread #0 Usage [%]","Core #2 Thread #1 Usage [%]","Core #3 Thread #0 Usage [%]","Core #3 Thread #1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Uncore Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","Total DRAM Power [W]","PL1 Power Limit [W]","PL2 Power Limit [W]","GPU D3D Usage [%]","GPU D3D Memory Dynamic [MB]","Current cTDP Level []","Package C2 Residency [%]","Package C3 Residency [%]","Core #0 Thread 0 C0 Residency [%]","Core #0 Thread 1 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #1 Thread 1 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #2 Thread 1 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #3 Thread 1 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: DDR RAPL [Yes/No]","IA: PCS (PECI) [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","PCH Temperature [°C]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Temperature (HW) [°C]","GPU Core Voltage [V]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Battery Voltage [V]","Remaining Capacity [Wh]","Charge Level [%]","Charge Rate [W]","Wear Level [%]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Total Errors []","iGPU VID [V]","GPU Clock [MHz]",
17.2.2017,21:57:33.533,6598,2783,70.3,5509,2592,67.9,2.5,1.119,1.116,1.111,1.116,3094.0,3094.0,3094.0,3094.0,99.8,3094.0,998.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,82,82,80,81,18,18,20,19,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,83,82,77,36.705,31.445,0.102,1.763,45.000,56.250,1.5,146,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.6,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.1,0.1,0.000,0.059,5479,9270,0.0,0.0,0.0,0.000,0.000,1167,83,76,76,1.181,1188.9,1252.8,1070.4,96.0,69.0,0.0,0.0,2.9,92.3,59,33,27,8.0,11.869,36.526,88.8,0.626,4.8,999,53,0.168,0.350,0,0,0,0.000,0.0,
17.2.2017,21:57:35.739,6598,2784,70.3,5509,2592,67.9,2.5,1.107,1.115,1.112,1.115,3094.0,3094.0,3094.0,3094.0,99.8,3094.0,998.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,82,81,79,82,18,19,21,18,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,83,82,77,36.610,31.392,0.063,1.765,45.000,56.250,0.8,146,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.6,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,56.5,36,No,No,37,No,No,0.0,0.1,0.1,0.000,0.021,5479,9270,0.0,0.0,0.0,0.000,0.000,1167,83,76,76,1.181,1188.9,1252.8,1070.4,96.0,69.0,0.0,0.0,2.9,97.7,59,33,27,8.0,11.868,36.526,88.8,706.277,4.8,999,53,0.199,0.096,0,0,0,0.000,0.0,
17.2.2017,21:57:40.137,6597,2785,70.3,5508,2594,67.9,2.5,1.115,1.115,1.110,1.114,3092.4,3092.4,3092.4,3092.4,99.8,3092.4,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,83,81,79,80,17,19,21,20,83,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,83,83,76,36.539,31.260,0.127,1.765,45.000,56.250,1.5,146,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.1,0.1,0.000,0.033,5479,9270,0.0,0.0,0.0,0.000,0.000,1167,83,76,76,1.181,1188.9,1252.8,1070.4,93.0,67.0,0.0,0.0,2.9,97.7,59,33,27,8.0,11.845,36.526,88.8,704.171,4.8,999,53,0.078,0.524,0,0,0,0.000,0.0,
17.2.2017,21:57:42.330,6615,2767,70.5,5517,2584,68.0,2.5,1.111,1.119,1.116,1.117,3092.4,3092.4,3092.4,3092.4,99.8,3092.4,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,81,78,81,19,19,22,19,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,81,77,36.500,31.068,0.263,1.775,45.000,56.250,3.7,147,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,56.5,36,No,No,37,No,No,0.0,0.3,0.3,0.000,0.243,5479,9270,0.0,0.0,0.0,0.000,0.000,1167,83,76,76,1.181,1188.9,1252.8,1070.4,95.0,69.0,0.0,0.0,2.9,96.9,59,33,27,8.0,11.853,36.526,88.8,707.054,4.8,999,53,0.531,0.072,0,0,0,0.000,0.0,
17.2.2017,21:57:44.528,6616,2766,70.5,5535,2567,68.3,2.5,1.115,1.121,1.110,1.113,3094.7,3094.7,3094.7,3094.7,99.8,3094.7,998.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,81,80,81,19,19,20,19,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,81,76,36.476,30.145,1.184,1.749,45.000,56.250,10.2,159,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.8,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.1,0.1,0.000,0.017,5479,9270,0.0,0.0,0.0,0.000,0.000,1167,83,76,76,1.181,1188.9,1252.8,1070.4,96.0,69.0,0.0,0.0,2.9,93.2,59,33,27,8.0,11.892,36.526,88.8,707.314,4.8,999,53,0.000,0.000,0,0,0,0.000,0.0,
17.2.2017,21:57:46.726,6623,2759,70.5,5539,2562,68.3,2.5,1.109,1.115,1.114,1.114,3091.7,3094.7,3091.7,3091.7,99.7,3091.7,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,81,79,80,19,19,21,20,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,81,78,36.589,30.657,0.776,1.745,45.000,56.250,5.6,158,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,56.5,36,No,No,37,No,No,0.0,0.1,0.2,0.001,0.060,5479,9271,0.0,0.0,0.0,0.000,0.000,1167,83,75,75,1.181,1188.9,1252.8,1070.4,95.0,69.0,0.0,0.0,2.9,96.5,59,33,27,8.0,11.866,36.526,88.8,0.259,4.8,999,53,0.336,0.440,0,0,0,1.080,997.3,
17.2.2017,21:57:48.928,6630,2751,70.6,5553,2548,68.5,2.5,1.118,1.120,1.114,1.113,3091.7,3091.7,3091.7,3091.7,99.7,3091.7,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,81,80,82,19,19,20,18,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,82,76,37.477,29.463,2.856,1.747,45.000,56.250,68.0,143,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,56.5,36,No,No,37,No,No,0.0,0.1,0.1,0.000,0.045,5479,9271,0.0,0.0,0.0,0.000,0.000,1167,83,76,76,1.181,1188.9,1252.8,1070.4,94.0,68.0,0.0,0.0,2.9,93.8,59,33,27,8.0,11.879,36.515,88.7,705.618,4.8,999,53,0.226,0.191,0,0,0,1.080,997.3,
17.2.2017,21:57:51.120,6612,2769,70.4,5538,2564,68.3,2.5,1.111,1.106,1.115,1.118,3094.0,3094.0,3094.0,3094.0,99.8,3094.0,998.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,81,78,80,19,19,22,20,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,82,77,36.030,30.782,0.091,1.748,45.000,56.250,0.9,128,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.6,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.3,0.3,0.000,0.079,5479,9271,0.0,0.0,0.0,0.000,0.000,1167,83,76,76,1.181,1188.9,1252.8,1070.4,96.0,70.0,0.0,0.0,2.9,96.7,59,33,27,8.0,11.878,36.515,88.7,0.324,4.8,999,53,0.283,0.405,0,0,0,0.000,0.0,
17.2.2017,21:57:53.314,6613,2769,70.4,5538,2564,68.3,2.5,1.118,1.118,1.118,1.113,3091.7,3091.7,3091.7,3091.7,99.7,3091.7,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,80,79,80,19,20,21,20,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,82,76,36.248,31.023,0.066,1.739,45.000,56.250,0.9,128,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,1.0,1.0,0.000,0.295,5479,9271,0.0,0.0,0.0,0.000,0.000,1167,83,75,75,1.181,1188.9,1252.8,1070.4,94.0,68.0,0.0,0.0,2.9,96.4,59,33,27,8.0,11.888,36.515,88.7,707.454,4.8,999,53,1.883,1.581,0,0,0,0.000,0.0,
17.2.2017,21:57:55.513,6613,2768,70.4,5538,2564,68.3,2.5,1.110,1.121,1.107,1.115,3094.7,3094.7,3094.7,3094.7,99.8,3094.7,998.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,81,80,81,19,19,20,19,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,82,76,36.166,30.967,0.045,1.743,45.000,56.250,0.7,128,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.8,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.1,0.1,0.000,0.054,5479,9272,0.0,0.0,0.0,0.000,0.005,1167,83,76,76,1.181,1188.9,1252.8,1070.4,81.0,59.0,0.0,0.0,2.9,93.4,59,33,27,8.0,11.881,36.515,88.7,0.108,4.8,999,53,0.558,0.024,0,0,0,0.000,0.0,
17.2.2017,21:57:57.710,6613,2769,70.4,5538,2564,68.3,2.5,1.114,1.121,1.118,1.113,3090.9,3090.9,3090.9,3090.9,99.7,3090.9,997.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,82,80,79,79,18,20,21,21,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,82,76,36.192,30.983,0.055,1.745,45.000,56.250,0.7,128,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1063.5,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.2,0.2,0.000,0.065,5479,9272,0.0,0.0,0.0,0.000,0.000,1167,83,75,75,1.181,1188.9,1252.8,1070.4,93.0,67.0,0.0,0.0,2.9,94.4,59,33,27,8.0,11.881,36.526,88.8,0.238,4.8,999,53,0.000,0.000,0,0,0,0.000,0.0,
17.2.2017,21:57:59.922,6613,2769,70.4,5537,2564,68.3,2.5,1.120,1.117,1.122,1.115,3093.2,3093.2,3093.2,3093.2,99.8,3093.2,997.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,82,80,79,80,18,20,21,20,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,81,76,36.282,31.064,0.060,1.744,45.000,56.250,0.7,128,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.3,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.1,0.1,0.000,0.002,5479,9272,0.0,0.0,0.0,0.000,0.014,1167,83,75,75,1.181,1188.9,1252.8,1070.4,95.0,69.0,0.0,0.0,2.9,96.2,59,33,27,8.0,11.869,36.526,88.8,0.194,4.8,999,53,0.018,0.000,0,0,0,0.000,0.0,
17.2.2017,21:58:2.115,6613,2768,70.4,5539,2562,68.3,2.5,1.103,1.113,1.117,1.112,3090.9,3090.9,3090.9,3090.9,99.7,3090.9,997.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,82,81,80,80,18,19,20,20,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,82,76,36.249,31.038,0.064,1.750,45.000,56.250,0.9,128,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1063.5,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.2,0.2,0.000,0.193,5479,9272,0.0,0.0,0.0,0.000,0.000,1167,83,75,75,1.181,1188.9,1252.8,1070.4,92.0,66.0,0.0,0.0,2.9,94.6,59,33,27,8.0,11.883,36.526,88.8,0.205,4.8,999,53,0.000,0.000,0,0,0,0.000,0.0,
17.2.2017,21:58:4.327,6613,2768,70.4,5509,2593,67.9,2.5,1.117,1.117,1.114,1.118,3092.4,3092.4,3092.4,3092.4,99.8,3092.4,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,81,79,80,19,19,21,20,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,81,81,76,36.343,31.134,0.048,1.742,45.000,56.250,0.7,128,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,2.1,2.1,0.000,0.249,5479,9273,0.0,0.0,0.0,0.000,0.001,1167,83,75,75,1.181,1188.9,1252.8,1070.4,97.0,70.0,0.0,0.0,2.9,97.0,59,33,27,8.0,11.869,36.526,88.8,0.000,4.8,999,53,0.029,0.024,0,0,0,0.000,0.0,
17.2.2017,21:58:6.528,6612,2769,70.4,5506,2595,67.9,2.5,1.116,1.120,1.125,1.115,3089.4,3089.4,3089.4,3089.4,99.7,3089.4,996.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,79,77,80,19,21,23,20,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,81,76,36.314,31.115,0.053,1.738,45.000,56.250,0.7,128,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1063.0,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,2.4,2.4,0.000,0.074,5479,9273,0.0,0.0,0.0,0.000,0.000,1167,83,75,75,1.181,1188.9,1252.8,1070.4,94.0,68.0,0.0,0.0,2.9,96.1,59,33,27,8.0,11.886,36.526,88.8,0.130,4.8,999,53,2.570,0.072,0,0,0,0.000,0.0,
17.2.2017,21:58:8.727,6611,2771,70.4,5506,2596,67.9,2.5,1.116,1.123,1.123,1.118,3094.0,3094.0,3094.0,3094.0,99.8,3094.0,998.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,80,80,79,80,20,20,21,20,80,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,81,81,76,36.029,30.817,0.055,1.751,45.000,56.250,0.7,128,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.6,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.8,0.8,0.000,0.179,5479,9273,0.0,0.0,0.0,0.000,0.000,1167,83,75,75,1.181,1188.9,1252.8,1070.4,94.0,68.0,0.0,0.0,2.9,96.4,59,33,27,8.0,11.887,36.526,88.8,707.260,4.8,999,53,0.145,0.307,0,0,0,0.000,0.0,
17.2.2017,21:58:10.928,6614,2767,70.5,5506,2596,67.9,2.5,1.101,1.117,1.115,1.125,3092.4,3092.4,3092.4,3092.4,99.8,3092.4,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,82,80,79,80,18,20,21,20,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,82,76,36.679,31.261,0.265,1.762,45.000,56.250,3.6,137,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.1,0.1,0.000,0.032,5479,9273,0.0,0.0,0.0,0.000,0.014,1167,83,75,75,1.181,1188.9,1252.8,1070.4,95.0,68.0,0.0,0.0,2.9,98.3,59,33,27,8.0,11.881,36.526,88.8,705.002,4.8,999,53,0.099,0.082,0,0,0,0.000,0.0,
17.2.2017,21:58:13.124,6616,2766,70.5,5511,2590,68.0,2.5,1.117,1.116,1.119,1.118,3094.0,3094.0,3094.0,3094.0,99.8,3094.0,998.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,81,79,80,19,19,21,20,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,82,76,36.833,31.405,0.259,1.763,45.000,56.250,3.5,138,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.6,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.1,0.1,0.000,0.006,5479,9273,0.0,0.0,0.0,0.000,0.005,1167,83,75,75,1.181,1188.9,1252.8,1070.4,89.0,64.0,0.0,0.0,2.9,94.9,59,33,27,8.0,11.890,36.515,88.7,0.335,4.8,999,53,0.000,0.000,0,0,0,0.000,0.0,
17.2.2017,21:58:15.316,6613,2769,70.4,5511,2590,68.0,2.5,1.115,1.113,1.109,1.106,3095.5,3095.5,3095.5,3095.5,99.9,3095.5,998.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,80,77,80,19,20,23,20,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,81,81,76,36.681,31.477,0.052,1.767,45.000,56.250,0.7,138,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1065.1,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.2,0.2,0.000,0.085,5479,9273,0.0,0.0,0.0,0.000,0.013,1167,83,75,75,1.181,1188.9,1252.8,1070.4,95.0,69.0,0.0,0.0,2.9,96.4,59,33,27,8.0,11.888,36.515,88.7,706.298,4.8,999,53,0.509,0.048,0,0,0,0.000,0.0,
17.2.2017,21:58:17.517,6609,2773,70.4,5510,2591,68.0,2.5,1.113,1.115,1.118,1.123,3092.4,3092.4,3092.4,3092.4,99.8,3092.4,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,31,31,31,31,81,79,79,80,19,21,21,20,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,82,76,36.763,31.473,0.123,1.766,45.000,56.250,1.7,138,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,36,374,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,57.0,36,No,No,37,No,No,0.0,0.3,0.3,0.000,0.151,5479,9274,0.0,0.6,0.6,0.000,0.003,1167,83,75,75,1.181,1188.9,1252.8,1070.4,96.0,70.0,0.0,0.0,2.9,98.5,59,33,27,8.0,11.851,36.515,88.7,705.316,4.8,999,53,0.000,0.000,0,0,0,0.000,0.0,
