Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Ring Clock [MHz]","System Agent Clock [MHz]","Core #0 Thread #0 Usage [%]","Core #0 Thread #1 Usage [%]","Core #1 Thread #0 Usage [%]","Core #1 Thread #1 Usage [%]","Core #2 Thread #0 Usage [%]","Core #2 Thread #1 Usage [%]","Core #3 Thread #0 Usage [%]","Core #3 Thread #1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Uncore Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","Core #0 Thread 0 C0 Residency [%]","Core #0 Thread 1 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #1 Thread 1 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #2 Thread 1 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #3 Thread 1 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C7 Residency [%]","Core #1 C7 Residency [%]","Core #2 C7 Residency [%]","Core #3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: DDR RAPL [Yes/No]","IA: PCS (PECI) [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Motherboard [°C]","T2 [°C]","VRM [°C]","Temp3 [°C]","Temp4 [°C]","Temp6 [°C]","CPU (PECI) [°C]","CPU [°C]","Vcore [V]","+5V [V]","AVCC [V]","3VCC [V]","+12V [V]","VCOREREFIN [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VTT [V]","DRAM [V]","VCCSA [V]","PCH Core [V]","CPU VCCIO [V]","CPU [RPM]","Chassis2 [RPM]","Chassis3 [RPM]","Drive Airflow Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","VRM [°C]","PCH [°C]","CPU Vcc Sustain/Standby (VCCST_A) [V]","CPU PLL [V]","VCCMP [V]","CPU Current [A]","CPU Power [W]","GPU Temperature [°C]","GPU Temperature (HW) [°C]","GPU Core Voltage [V]","GPU Fan [RPM]","GPU Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Fan [%]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
17.2.2017,15:31:10.145,4014,15243,20.8,3481,12832,21.3,0.0,1.279,1.299,1.299,1.286,4018.6,4018.6,4018.6,4018.6,100.5,4018.6,1004.6,8.1,100.0,16.2,13.5,13.5,48.6,10.8,10.8,100.0,27.7,100.0,40,40,40,40,40,45,32,44,30,55,68,56,70,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,33,32.311,28.817,0.979,9.9,100.0,11.1,11.5,6.5,80.5,9.9,4.1,0.0,0.0,0.0,0.0,0.0,71.8,0.0,84.7,1071.6,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,45,45,1.248,5.040,3.360,3.312,12.000,0.160,0.688,3.360,3.184,1.000,2.400,1.064,0.984,0.968,880,1230,896,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.006,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.441,0.522,33.000,41.184,42,42,0.881,0,118.880,1683.0,2003.4,1518.5,98.0,93.0,0.0,0.0,4.5,98.4,0.0,74.7,78.7,372,305,59,8.0,16,2,0.365,0.111,0,
17.2.2017,15:31:10.730,4006,15252,20.8,3482,12832,21.3,0.0,1.243,1.299,1.307,1.244,4020.5,4020.5,4020.5,4020.5,100.5,4020.5,1005.1,16.2,100.0,16.2,13.5,10.8,62.1,16.2,2.7,100.0,29.7,100.0,40,40,40,40,40,45,32,44,31,55,68,56,69,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,46,34,32.546,29.064,0.986,11.2,100.0,10.6,12.6,6.9,80.3,8.3,1.1,0.0,0.0,0.0,0.0,0.0,71.5,0.0,88.1,1072.1,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,45,44,1.248,5.040,3.360,3.312,12.000,0.160,0.688,3.360,3.184,1.008,2.400,1.064,0.984,0.968,862,1216,884,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.000,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.984,0.422,0.512,21.000,26.208,42,42,0.875,0,146.740,1670.5,2003.4,1493.0,99.0,93.0,0.0,0.0,4.5,98.9,0.0,96.6,98.2,372,305,59,8.0,16,2,0.261,0.367,0,
17.2.2017,15:31:11.289,4006,15252,20.8,3482,12832,21.3,0.0,1.299,1.256,1.299,1.244,4017.6,4017.6,4017.6,4017.6,100.4,4017.6,1004.4,16.2,100.0,10.8,13.5,8.1,89.1,5.4,2.7,100.0,30.7,100.0,40,40,40,40,40,46,33,43,30,54,67,57,70,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,34,33.544,30.014,0.985,10.3,99.0,8.3,15.9,10.6,81.5,10.4,4.9,0.0,0.0,0.0,0.0,0.0,70.0,0.0,82.6,1071.3,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,45,44,1.248,5.040,3.360,3.312,12.000,0.160,0.680,3.344,3.184,1.008,2.400,1.064,0.984,0.968,862,1216,884,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.031,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.416,0.522,21.000,26.208,42,42,0.881,0,143.855,1695.5,2003.4,1518.5,93.0,87.0,0.0,0.0,4.5,99.0,0.0,94.0,95.3,372,305,59,8.0,16,2,0.000,0.000,0,
17.2.2017,15:31:11.852,4006,15252,20.8,3482,12832,21.3,0.0,1.274,1.317,1.244,1.263,4019.5,4019.5,4019.5,4019.5,100.5,4019.5,1004.9,13.5,97.2,5.4,8.1,0.0,91.8,8.1,5.4,97.2,28.7,100.0,40,40,40,40,40,45,33,44,31,55,67,56,69,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,46,33,31.893,28.417,0.992,14.1,99.1,6.5,12.6,6.5,84.1,9.5,2.8,0.0,20.0,0.0,12.2,0.0,55.3,0.0,69.3,1071.9,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,45,43,1.248,5.040,3.360,3.312,12.000,0.160,0.680,3.360,3.184,1.008,2.400,1.064,0.984,0.968,856,1218,885,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.000,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.478,0.550,21.000,26.208,43,43,0.875,0,141.572,1657.5,2003.4,1493.0,99.0,93.0,0.0,0.0,4.5,97.2,0.0,94.3,96.9,371,304,59,8.0,16,2,0.000,0.000,0,
17.2.2017,15:31:12.336,4010,15248,20.8,3483,12831,21.3,0.0,1.201,1.299,1.280,1.227,4020.5,4020.5,4020.5,4020.5,100.5,4020.5,1005.1,2.8,100.0,22.8,2.8,11.4,82.8,14.2,5.7,100.0,30.3,100.0,40,40,40,40,40,46,36,43,34,54,64,57,66,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,47,33,35.720,32.215,1.128,11.5,98.9,20.0,13.3,14.5,77.9,28.5,9.3,0.0,41.2,0.1,37.5,0.0,19.6,2.1,16.9,1072.1,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,46,43,1.296,5.040,3.360,3.296,12.000,0.160,0.680,3.344,3.184,1.000,2.400,1.064,0.984,0.968,841,1204,873,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.000,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.528,0.531,21.000,27.216,43,43,0.875,0,146.428,1657.5,2003.4,1493.0,98.0,92.0,0.0,1.0,4.5,100.0,0.0,94.7,97.0,371,304,59,8.0,16,2,0.000,0.000,0,
17.2.2017,15:31:12.833,4010,15248,20.8,3483,12831,21.3,0.0,1.277,1.276,1.299,1.299,4019.5,4019.5,4019.5,4019.5,100.5,4019.5,1004.9,22.5,100.0,22.5,12.9,12.9,77.4,12.9,0.0,100.0,32.6,100.0,40,40,40,40,40,46,33,45,32,54,67,55,68,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,47,33,36.072,32.513,1.164,15.3,100.0,25.3,16.1,7.0,82.4,20.8,6.1,0.0,35.3,0.0,43.9,0.0,18.6,0.0,22.8,1071.9,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,46,43,1.264,5.040,3.360,3.312,12.096,0.160,0.680,3.360,3.184,1.000,2.400,1.064,0.984,0.968,841,1204,873,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.007,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.984,0.456,0.512,22.000,27.808,43,43,0.863,0,139.358,1645.0,2003.4,1480.5,96.0,88.0,0.0,1.0,4.5,96.7,0.0,92.0,94.7,371,304,59,8.0,16,2,0.000,0.000,0,
17.2.2017,15:31:13.320,4010,15248,20.8,3483,12831,21.3,0.0,1.218,1.278,1.308,1.248,4017.6,4017.6,4017.6,4017.6,100.4,4017.6,1004.4,12.9,100.0,9.6,12.9,6.4,80.6,22.5,16.1,100.0,32.6,100.0,40,40,40,40,40,46,33,46,31,54,67,54,69,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,34,36.362,32.857,1.152,13.9,99.9,17.3,14.4,8.1,83.9,21.9,17.9,0.0,42.2,0.0,26.7,0.0,21.4,0.0,25.1,1071.3,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,46,43,1.264,5.040,3.360,3.296,12.000,0.160,0.680,3.344,3.184,1.000,2.400,1.064,0.984,0.968,829,1198,869,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.000,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.494,0.528,22.000,27.808,43,43,0.881,0,87.739,1670.5,2003.4,1493.0,97.0,91.0,0.0,1.0,4.5,99.8,0.0,99.1,58.1,371,304,59,8.0,16,2,0.000,0.000,0,
17.2.2017,15:31:13.816,4010,15247,20.8,3483,12831,21.3,0.0,1.249,1.250,1.219,1.243,4018.6,4018.6,4018.6,4018.6,100.5,4018.6,1004.6,12.5,100.0,18.7,9.3,3.2,84.3,18.7,6.2,100.0,31.6,100.0,40,40,40,40,40,46,33,45,32,54,67,55,68,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,33,34.388,30.923,1.158,14.3,99.9,21.6,10.4,7.2,83.5,19.2,6.2,0.0,30.2,0.0,46.2,0.0,32.7,0.2,19.4,1071.6,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,45,43,1.264,5.040,3.360,3.312,12.000,0.160,0.680,3.360,3.184,1.008,2.400,1.064,0.984,0.968,831,1198,869,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.035,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.487,0.581,23.000,29.072,44,44,0.875,0,142.245,1670.5,2003.4,1493.0,97.0,88.0,0.0,1.0,4.5,100.0,0.0,94.7,98.1,368,301,67,8.0,16,2,0.468,0.847,0,
17.2.2017,15:31:14.299,4035,15223,20.9,3500,12814,21.4,0.0,1.242,1.271,1.217,1.282,4019.5,4019.5,4019.5,4019.5,100.5,4019.5,1004.9,32.2,100.0,12.9,22.5,15.6,87.0,25.8,29.0,100.0,40.6,100.0,40,40,40,40,40,47,40,44,36,53,60,56,64,47,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,47,34,38.020,34.444,1.269,19.7,99.9,23.0,19.1,14.0,80.4,23.2,22.4,0.0,22.6,0.0,38.0,0.0,24.3,0.0,13.2,1071.9,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,46,42,1.280,5.040,3.360,3.312,12.000,0.160,0.680,3.360,3.184,1.008,2.400,1.064,0.984,0.968,831,1209,872,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.000,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.509,0.547,23.000,29.440,44,44,0.894,0,150.431,1708.5,2003.4,1531.0,97.0,90.0,0.0,1.0,4.5,100.0,0.0,96.8,99.6,365,299,59,8.0,16,2,9.969,0.397,0,
17.2.2017,15:31:14.881,4034,15224,20.9,3499,12814,21.4,0.0,1.261,1.264,1.242,1.298,4019.5,4019.5,4019.5,4019.5,100.5,4019.5,1004.9,18.7,100.0,12.5,9.3,12.5,62.5,25.0,15.6,100.0,32.0,100.0,40,40,40,40,40,45,33,45,31,55,67,55,69,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,33,35.681,32.179,1.164,16.1,99.9,15.3,17.9,11.0,80.6,19.6,12.4,0.0,27.3,0.0,27.9,0.0,34.7,0.0,29.0,1071.9,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,46,42,1.248,5.040,3.360,3.312,12.000,0.160,0.680,3.360,3.184,1.008,2.400,1.064,0.984,0.968,822,1189,862,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.014,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.459,0.534,21.000,26.208,44,44,0.863,0,143.314,1645.0,2003.4,1480.5,99.0,92.0,0.0,0.0,4.4,99.3,0.0,92.1,94.9,364,298,59,8.0,16,2,0.251,0.108,0,
17.2.2017,15:31:15.395,4028,15230,20.9,3495,12819,21.4,0.0,1.287,1.293,1.262,1.308,4019.5,4019.5,4019.5,4019.5,100.5,4019.5,1004.9,16.2,100.0,24.3,10.8,8.3,86.4,8.1,5.5,100.0,32.5,100.0,40,40,40,40,40,51,33,40,31,49,67,60,69,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,46,33,34.230,30.761,1.032,11.2,99.9,20.0,9.3,8.9,79.8,16.3,6.7,0.0,20.5,0.0,32.3,0.0,42.2,0.0,31.8,1071.9,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,46,41,1.264,5.040,3.360,3.312,12.000,0.160,0.680,3.360,3.184,1.008,2.400,1.064,0.992,0.968,822,1189,862,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.042,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.491,0.500,21.000,26.544,44,44,0.850,0,124.191,1632.5,2003.4,1468.0,99.0,92.0,0.0,0.0,4.4,94.7,0.0,86.3,82.2,364,298,59,8.0,16,2,0.302,0.302,0,
17.2.2017,15:31:15.883,4028,15230,20.9,3494,12820,21.4,0.0,1.263,1.277,1.296,1.279,4019.5,4019.5,4019.5,4019.5,100.5,4019.5,1004.9,18.1,93.9,6.0,15.1,0.0,72.7,39.3,5.8,93.9,31.4,100.0,40,40,40,40,40,45,33,44,31,55,67,56,69,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,33,32.661,29.109,1.049,12.3,99.2,5.9,8.0,5.8,75.2,15.1,9.7,0.0,6.0,0.0,25.6,0.0,74.7,0.7,41.6,1071.9,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,45,41,1.264,5.040,3.360,3.312,12.000,0.160,0.680,3.360,3.184,1.008,2.400,1.064,0.984,0.968,821,1191,868,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.000,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.447,0.503,33.000,41.712,44,44,0.875,0,146.763,1670.5,2003.4,1493.0,99.0,94.0,0.0,0.0,4.4,100.0,0.0,94.9,97.2,364,298,59,8.0,16,2,0.000,0.125,0,
17.2.2017,15:31:16.427,4028,15230,20.9,3494,12820,21.4,0.0,1.308,1.299,1.279,1.284,4019.5,4019.5,4019.5,4019.5,100.5,4019.5,1004.9,9.6,100.0,9.6,0.0,3.2,90.3,25.8,6.4,100.0,30.6,100.0,40,40,40,40,40,45,33,45,32,55,67,55,68,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,35,33.519,30.056,0.992,11.1,100.0,7.7,4.9,8.3,82.7,20.4,9.7,0.0,0.0,0.0,11.8,0.0,85.2,0.0,53.3,1071.9,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,45,41,1.248,5.040,3.360,3.312,12.096,0.160,0.680,3.360,3.184,1.008,2.400,1.064,0.984,0.968,808,1191,866,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.052,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.450,0.534,33.000,41.184,45,45,0.875,0,149.074,1670.5,2003.4,1493.0,97.0,91.0,0.0,0.0,4.5,99.2,0.0,98.4,98.7,365,298,59,8.0,16,2,0.000,0.000,0,
17.2.2017,15:31:17.003,4018,15240,20.8,3491,12822,21.4,0.0,1.297,1.309,1.219,1.295,4020.5,4020.5,4020.5,4020.5,100.5,4020.5,1005.1,0.0,100.0,14.2,17.1,2.8,91.4,2.8,5.7,100.0,29.3,100.0,40,40,40,40,40,46,33,45,31,54,67,55,69,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,35,33.901,30.374,1.037,10.9,100.0,7.0,19.6,6.7,83.3,12.2,5.9,0.0,6.3,0.0,32.3,0.0,64.6,0.0,42.2,1072.1,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,45,39,1.248,5.040,3.360,3.312,12.000,0.160,0.680,3.360,3.184,1.008,2.400,1.064,0.984,0.968,808,1191,866,36,99.0,No,No,340,32,32,No,No,0.0,0.1,0.1,0.000,0.060,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.984,0.447,0.516,21.000,26.208,44,44,0.875,0,142.821,1670.5,2003.4,1493.0,99.0,93.0,0.0,0.0,4.5,99.2,0.0,90.9,94.6,365,298,59,8.0,16,2,0.000,0.000,0,
17.2.2017,15:31:17.586,4013,15245,20.8,3490,12823,21.3,0.0,1.290,1.277,1.299,1.299,4020.5,4020.5,4020.5,4020.5,100.5,4020.5,1005.1,16.2,100.0,8.1,5.4,5.4,89.1,13.5,10.8,100.0,31.1,100.0,40,40,40,40,40,46,32,45,31,54,68,55,69,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,33,33.411,29.914,0.992,12.5,99.1,7.2,8.7,6.7,82.0,12.5,14.9,0.0,2.1,0.0,0.0,0.0,80.2,0.0,68.1,1072.1,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,45,39,1.248,5.040,3.360,3.312,12.000,0.160,0.680,3.360,3.184,1.008,2.400,1.064,0.984,0.968,781,1169,853,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.000,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.422,0.497,31.000,38.688,45,45,0.863,0,145.659,1645.0,2003.4,1480.5,98.0,91.0,0.0,0.0,4.5,99.9,0.0,95.7,96.5,365,298,59,8.0,16,2,0.000,0.000,0,
17.2.2017,15:31:18.167,4013,15245,20.8,3490,12823,21.3,0.0,1.278,1.299,1.233,1.305,4019.5,4019.5,4019.5,4019.5,100.5,4019.5,1004.9,2.7,100.0,2.7,18.9,5.4,86.4,5.4,0.0,100.0,27.7,100.0,40,40,40,40,40,45,33,44,31,55,67,56,69,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,46,34,32.454,28.984,0.977,12.9,99.9,6.7,15.8,7.4,80.8,9.1,3.0,0.0,0.0,0.0,0.1,0.0,75.8,0.0,80.8,1071.9,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,45,38,1.248,5.040,3.360,3.312,12.000,0.160,0.680,3.360,3.184,1.008,2.400,1.064,0.984,0.968,766,1168,849,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.007,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.466,0.516,31.000,38.688,45,45,0.863,0,142.318,1645.0,2003.4,1480.5,98.0,92.0,0.0,0.0,4.5,97.6,0.0,94.0,94.3,365,298,59,8.0,16,2,0.000,0.000,0,
17.2.2017,15:31:18.733,4013,15245,20.8,3490,12823,21.3,0.0,1.217,1.299,1.299,1.298,4019.5,4019.5,4019.5,4019.5,100.5,4019.5,1004.9,8.1,100.0,8.1,16.2,21.6,62.1,21.6,13.5,100.0,31.4,100.0,40,40,40,40,40,45,33,44,31,55,67,56,69,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,34,33.692,30.201,0.987,9.5,100.0,9.5,13.4,7.8,83.8,17.5,4.2,0.0,0.1,0.0,0.0,0.0,75.9,0.0,71.8,1071.9,10.67,14,14,14,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,35,44,15,22,28,45,38,1.248,5.040,3.360,3.312,12.000,0.160,0.680,3.360,3.184,1.008,2.400,1.064,0.984,0.968,748,1168,849,36,99.0,No,No,340,32,32,No,No,0.0,0.0,0.0,0.000,0.000,2301,315,0.0,0.0,0.0,0.000,0.000,3,0,44.0,37.0,0.981,0.466,0.494,23.000,28.704,45,45,0.863,0,142.208,1645.0,2003.4,1480.5,99.0,92.0,0.0,0.0,4.5,100.0,0.0,97.3,94.2,365,298,59,8.0,16,2,0.000,0.225,0,
