Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Core #0 Thread #0 Usage [%]","Core #0 Thread #1 Usage [%]","Core #1 Thread #0 Usage [%]","Core #1 Thread #1 Usage [%]","Core #2 Thread #0 Usage [%]","Core #2 Thread #1 Usage [%]","Core #3 Thread #0 Usage [%]","Core #3 Thread #1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Core #0 [°„C]","Core #1 [°„C]","Core #2 [°„C]","Core #3 [°„C]","Core #0 Distance to TjMAX [°„C]","Core #1 Distance to TjMAX [°„C]","Core #2 Distance to TjMAX [°„C]","Core #3 Distance to TjMAX [°„C]","Core Max [°„C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°„C]","CPU IA Cores [°„C]","CPU GT Cores (Graphics) [°„C]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","Package C2 Residency [%]","Package C3 Residency [%]","Package C6 Residency [%]","Core #0 Thread 0 C0 Residency [%]","Core #0 Thread 1 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #1 Thread 1 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #2 Thread 1 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #3 Thread 1 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C6 Residency [%]","Core #1 C6 Residency [%]","Core #2 C6 Residency [%]","Core #3 C6 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","Motherboard [°„C]","Auxiliary [°„C]","SYSTIN1 [°„C]","SYSTIN2 [°„C]","SYSTIN3 [°„C]","CPU [°„C]","Vcore [V]","+12V [V]","AVCC [V]","+3.3V [V]","+5V [V]","VIN6 [V]","3VSB [V]","VBAT [V]","CPU [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°„C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°„C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°„C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°„C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Warning: Reallocated Sector Count []","Drive Temperature [°„C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°„C]","GPU Temperature (HW) [°„C]","GPU Core Voltage [V]","GPU Fan [RPM]","GPU Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Fan [%]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
17.2.2017,18:2:37.124,8880,6700,56.9,7228,928,88.6,5.6,1.291,1.291,1.291,1.281,3605.1,3605.1,3605.1,3605.1,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,51,52,55,47,48,47,44,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,55,50,72.552,66.218,0.240,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,74.0,26.5,26.5,26.5,54.0,1.264,12.288,3.392,3.376,5.120,0.352,3.424,3.360,1122,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,28.8,100.0,100.0,57.914,0.011,13110,2860,0.0,0.0,0.0,0.000,0.000,1777,16529,31,31,1.050,1533,25.466,1215.4,1752.8,996.9,3.0,2.0,0.0,2.0,9.2,4.4,40.0,25.1,19.9,377,354,55,5.0,3175,99,8.403,0.153,0,
17.2.2017,18:2:37.519,8884,6696,57.0,7228,928,88.6,5.6,1.286,1.276,1.291,1.286,3605.1,3605.1,3605.1,3605.1,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,51,51,53,55,48,48,46,44,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,51,70.230,63.965,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.5,26.5,26.5,26.5,54.0,1.264,12.288,3.392,3.376,5.120,0.360,3.424,3.360,1121,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,27.1,100.0,100.0,42.006,0.286,13126,2861,0.0,0.0,0.0,0.000,0.000,1777,16529,30,30,1.050,1523,25.175,1215.4,1752.8,996.9,5.0,2.0,0.0,3.0,8.9,6.1,40.0,25.1,19.7,366,343,52,5.0,3175,99,16.479,0.779,0,
17.2.2017,18:2:37.873,8883,6697,57.0,7228,928,88.6,5.6,1.291,1.286,1.286,1.286,3605.3,3605.3,3605.3,3605.3,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,51,51,53,54,48,48,46,45,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,50,71.499,65.205,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,74.0,26.5,26.5,26.5,54.0,1.264,12.288,3.392,3.376,5.120,0.344,3.424,3.360,1121,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,25.9,0.0,25.9,45.388,0.000,13141,2861,0.0,0.0,0.0,0.000,0.000,1777,16529,30,30,1.050,1521,25.175,1215.4,1752.8,996.9,3.0,2.0,0.0,2.0,8.9,2.9,40.0,25.1,19.7,366,343,52,5.0,3175,99,7.563,1.593,0,
17.2.2017,18:2:38.254,8883,6697,57.0,7232,924,88.6,5.6,1.286,1.286,1.281,1.281,3605.3,3605.3,3605.3,3605.3,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,52,53,54,47,47,46,45,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,49,71.772,65.455,0.240,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.0,26.5,26.5,26.5,54.0,1.256,12.288,3.392,3.376,5.120,0.344,3.424,3.360,1122,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,100.0,0.0,100.0,54.013,0.000,13161,2861,0.0,0.0,0.0,0.000,0.000,1777,16529,31,31,1.050,1521,25.175,1215.4,1752.8,996.9,7.0,2.0,0.0,3.0,9.2,4.9,40.0,24.9,19.7,377,354,55,5.0,3175,99,0.000,0.458,0,
17.2.2017,18:2:38.742,8893,6687,57.0,7232,923,88.6,5.6,1.286,1.281,1.286,1.286,3605.3,3605.3,3605.3,3605.3,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,51,51,53,54,48,48,46,45,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,48,70.469,64.206,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.5,26.5,26.5,26.5,54.0,1.264,12.288,3.392,3.376,5.120,0.360,3.424,3.360,1122,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,100.0,0.0,100.0,51.899,0.000,13185,2861,0.0,0.0,0.0,0.000,0.000,1777,16529,31,31,1.050,1517,25.175,1215.4,1752.8,996.9,2.0,2.0,0.0,2.0,8.9,3.4,40.0,24.9,19.7,366,343,52,5.0,3175,99,1.059,0.109,0,
17.2.2017,18:2:39.156,8893,6687,57.0,7236,920,88.7,5.6,1.286,1.281,1.286,1.286,3605.3,3605.3,3605.3,3605.3,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,51,53,54,47,48,46,45,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,50,70.749,64.441,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.5,26.5,26.5,26.5,54.0,1.256,12.288,3.392,3.376,5.120,0.360,3.424,3.360,1122,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,14.7,0.0,14.7,19.305,0.000,13193,2861,0.0,0.0,0.0,0.000,0.000,1777,16529,30,30,1.050,1515,25.657,1215.4,1752.8,996.9,7.0,2.0,0.0,4.0,9.2,6.4,41.0,25.1,20.0,377,354,55,5.0,3175,99,2.877,0.130,0,
17.2.2017,18:2:39.543,8896,6684,57.0,7240,916,88.7,5.6,1.281,1.281,1.281,1.286,3605.3,3605.3,3605.3,3605.3,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,51,51,53,55,48,48,46,44,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,55,50,70.749,64.435,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,71.5,26.5,26.5,26.5,54.0,1.256,12.288,3.392,3.376,5.120,0.360,3.424,3.360,1122,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,10.8,100.0,100.0,8.712,0.010,13196,2861,0.0,0.0,0.0,0.000,0.000,1777,16529,31,31,1.050,1529,25.175,1215.4,1752.8,996.9,4.0,2.0,0.0,3.0,8.9,3.8,41.0,25.1,19.7,366,343,52,5.0,3175,99,3.239,0.135,0,
17.2.2017,18:2:39.891,8897,6683,57.1,7244,912,88.8,5.6,1.286,1.286,1.286,1.291,3605.3,3605.3,3605.3,3605.3,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,51,49,53,54,48,50,46,45,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,50,70.723,64.424,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,27.0,72.5,27.0,27.0,27.0,54.0,1.264,12.288,3.392,3.376,5.120,0.336,3.424,3.360,1116,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,11.4,100.0,100.0,9.012,0.613,13199,2861,0.0,0.0,0.0,0.000,0.000,1777,16529,31,31,1.050,1534,25.272,1215.4,1752.8,996.9,3.0,2.0,0.0,2.0,8.9,3.5,41.0,25.1,19.7,366,343,52,5.0,3175,99,0.393,0.296,0,
17.2.2017,18:2:40.321,8900,6680,57.1,7246,910,88.8,5.6,1.276,1.291,1.281,1.281,3605.3,3605.3,3605.3,3605.3,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,50,49,53,55,49,50,46,44,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,50,70.509,64.207,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.0,26.5,26.5,26.5,54.0,1.256,12.288,3.392,3.376,5.120,0.352,3.424,3.360,1116,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,100.0,100.0,100.0,11.293,0.203,13203,2861,21.7,0.0,21.7,0.009,0.009,1777,16529,31,31,1.050,1529,25.272,1215.4,1752.8,996.9,7.0,2.0,0.0,3.0,9.2,4.6,41.0,25.1,19.7,377,354,55,5.0,3175,99,0.000,0.000,0,
17.2.2017,18:2:40.752,8903,6677,57.1,7249,907,88.8,5.6,1.286,1.286,1.291,1.281,3605.3,3605.3,3605.3,3605.3,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,53,52,53,53,46,47,46,46,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,51,69.164,62.961,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,72.5,26.5,26.5,26.5,54.0,1.256,12.288,3.392,3.376,5.120,0.352,3.424,3.360,1124,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,2.9,0.0,2.9,1.902,0.009,13204,2861,100.0,67.4,100.0,2.102,1.326,1777,16529,31,31,1.050,1550,25.272,1215.4,1752.8,996.9,3.0,2.0,0.0,2.0,8.9,3.2,41.0,25.1,19.7,366,343,52,5.0,3175,99,2.767,0.241,0,
17.2.2017,18:2:41.139,8893,6687,57.0,7240,916,88.7,5.6,1.286,1.281,1.291,1.291,3605.0,3605.0,3605.0,3605.0,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,51,52,55,47,48,47,44,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,51,70.792,64.546,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.5,26.5,26.5,26.5,54.0,1.256,12.384,3.392,3.376,5.120,0.360,3.424,3.360,1124,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,34.5,64.1,98.6,11.255,0.576,13208,2861,39.8,13.8,53.6,3.405,2.878,1779,16530,30,30,1.050,1533,25.466,1215.4,1752.8,996.9,2.0,2.0,0.0,2.0,9.2,4.0,41.0,25.1,19.9,379,356,55,5.0,3175,99,3.373,0.603,0,
17.2.2017,18:2:41.486,8893,6687,57.0,7244,911,88.8,5.6,1.291,1.286,1.291,1.291,3605.0,3605.0,3605.0,3605.0,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,51,53,54,47,48,46,45,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,55,50,70.154,63.927,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.0,26.5,26.5,26.5,54.0,1.256,12.288,3.392,3.376,5.120,0.344,3.424,3.360,1125,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,12.0,0.0,12.0,6.848,0.000,13210,2861,43.8,26.2,70.1,2.230,8.648,1779,16533,31,31,1.050,1531,25.175,1215.4,1752.8,996.9,2.0,2.0,0.0,2.0,8.9,4.2,41.0,24.9,19.7,363,340,52,5.0,3175,99,1.669,2.725,0,
17.2.2017,18:2:41.828,8896,6683,57.1,7246,910,88.8,5.6,1.286,1.281,1.286,1.286,3605.0,3605.0,3605.0,3605.0,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,53,52,53,53,46,47,46,46,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,50,70.693,64.350,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.5,26.5,26.5,26.5,53.0,1.272,12.288,3.392,3.376,5.120,0.344,3.424,3.360,1125,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,19.8,0.0,19.8,25.875,0.011,13219,2861,54.7,43.7,98.4,0.324,6.247,1780,16535,31,31,1.050,1542,25.175,1215.4,1752.8,996.9,4.0,2.0,0.0,2.0,8.9,4.7,41.0,24.9,19.7,363,340,52,5.0,3177,99,5392.496,88.791,0,
17.2.2017,18:2:42.168,8909,6671,57.1,7259,897,88.9,5.6,1.291,1.286,1.281,1.291,3605.0,3605.0,3605.0,3605.0,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,51,53,55,47,48,46,44,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,51,72.111,65.870,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.0,26.5,26.5,26.5,54.0,1.264,12.288,3.392,3.376,5.120,0.352,3.424,3.360,1125,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,20.3,0.1,20.4,25.418,0.386,13227,2861,0.0,0.0,0.0,0.000,0.000,1780,16535,31,31,1.050,1542,25.272,1215.4,1752.8,996.9,3.0,2.0,0.0,2.0,9.1,4.1,41.0,24.9,19.7,375,352,55,5.0,3177,99,847.869,12.235,0,
17.2.2017,18:2:42.556,8913,6667,57.2,7256,900,88.9,5.6,1.286,1.281,1.286,1.291,3605.0,3605.0,3605.0,3605.0,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,51,53,54,47,48,46,45,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,55,50,69.724,63.442,0.240,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.0,26.5,26.5,26.5,53.0,1.256,12.384,3.392,3.376,5.120,0.344,3.424,3.360,1125,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,100.0,0.0,100.0,14.656,0.000,13233,2861,0.3,0.0,0.3,0.403,0.000,1780,16535,31,31,1.050,1550,25.078,1215.4,1752.8,996.9,3.0,2.0,0.0,2.0,8.9,4.7,41.0,24.9,19.6,363,340,52,5.0,3177,99,0.734,0.270,0,
17.2.2017,18:2:42.909,8928,6652,57.3,7271,885,89.1,5.6,1.291,1.281,1.281,1.291,3605.0,3605.0,3605.0,3605.0,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,50,53,54,47,49,46,45,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,48,68.970,62.677,0.238,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.5,26.5,26.5,26.5,54.0,1.264,12.288,3.392,3.376,5.120,0.352,3.424,3.360,1122,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,54.7,100.0,100.0,8.564,0.174,13236,2861,0.0,0.0,0.0,0.000,0.000,1780,16535,31,31,1.050,1539,25.745,1215.4,1752.8,996.9,7.0,2.0,0.0,5.0,8.6,9.3,41.0,26.2,20.1,354,331,52,5.0,3177,99,0.735,0.000,0,
17.2.2017,18:2:43.249,8928,6652,57.3,7268,888,89.1,5.6,1.291,1.281,1.281,1.286,3605.0,3605.0,3605.0,3605.0,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,51,53,54,47,48,46,45,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,50,71.419,65.086,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.0,26.5,26.5,26.5,54.0,1.256,12.288,3.392,3.376,5.120,0.344,3.424,3.360,1122,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,10.9,100.0,100.0,10.147,0.011,13239,2861,0.0,0.0,0.0,0.000,0.000,1780,16535,30,30,1.050,1534,25.842,1215.4,1752.8,996.9,7.0,2.0,0.0,3.0,8.9,5.2,41.0,26.2,20.2,366,342,55,5.0,3177,99,0.000,0.161,0,
17.2.2017,18:2:43.633,8926,6654,57.2,7267,889,89.0,5.6,1.281,1.291,1.291,1.291,3605.0,3605.0,3605.0,3605.0,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,50,52,55,47,49,47,44,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,50,70.913,64.646,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,73.5,26.5,26.5,26.5,54.0,1.264,12.288,3.392,3.376,5.120,0.360,3.424,3.360,1113,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,100.0,44.7,100.0,4.351,0.239,13240,2861,55.1,0.0,55.1,0.901,0.000,1780,16535,31,31,1.050,1548,25.842,1215.4,1752.8,996.9,3.0,1.0,0.0,2.0,8.6,3.5,41.0,26.2,20.2,354,331,52,5.0,3177,99,3.931,0.270,0,
17.2.2017,18:2:43.994,8917,6663,57.2,7262,894,89.0,5.6,1.286,1.291,1.281,1.286,3605.0,3605.0,3605.0,3605.0,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,53,51,52,54,46,48,47,45,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,55,49,71.589,65.273,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.7,6.67,9,9,9,24,110,1,26.0,72.5,26.5,26.5,26.5,54.0,1.248,12.288,3.392,3.376,5.120,0.360,3.424,3.360,1113,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,0.1,0.0,0.1,0.034,0.000,13240,2861,100.0,0.0,100.0,2.587,0.000,1781,16535,30,30,1.050,1543,25.745,1215.4,1752.8,996.9,3.0,1.0,0.0,2.0,8.6,3.7,41.0,26.1,20.1,354,331,52,5.0,3177,99,3.158,0.000,0,
17.2.2017,18:2:44.348,8921,6659,57.2,7261,894,89.0,5.6,1.286,1.291,1.286,1.286,3604.9,3604.9,3604.9,3604.9,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,51,53,54,47,48,46,45,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,55,49,71.779,65.439,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.6,6.67,9,9,9,24,110,1,26.0,72.5,26.5,26.5,26.5,54.0,1.264,12.288,3.392,3.376,5.120,0.344,3.424,3.360,1121,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,0.0,0.0,0.0,0.000,0.000,13240,2861,80.2,0.0,80.2,2.722,0.000,1782,16535,30,30,1.050,1547,25.745,1215.4,1752.8,996.9,7.0,2.0,0.0,4.0,8.9,5.3,40.0,26.1,20.1,366,342,55,5.0,3177,99,4.937,0.000,0,
17.2.2017,18:2:44.714,8918,6662,57.2,7259,897,88.9,5.6,1.281,1.281,1.291,1.291,3604.9,3604.9,3604.9,3604.9,103.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35,35,35,35,52,52,53,55,47,47,46,44,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,55,50,70.699,64.340,0.239,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.6,6.67,9,9,9,24,110,1,26.0,73.0,26.5,26.5,26.5,54.0,1.264,12.288,3.392,3.376,5.120,0.352,3.424,3.360,1121,No,28,95.0,No,No,36,No,No,37,No,No,35,No,Yes,5,36,No,No,0.6,0.0,0.6,0.742,0.000,13241,2861,100.0,0.0,100.0,5.121,0.000,1784,16535,31,31,1.050,1558,25.648,1215.4,1752.8,996.9,2.0,1.0,0.0,2.0,8.6,3.4,40.0,26.1,20.0,354,331,52,5.0,3177,99,4.696,15.668,0,
