Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Ring Clock [MHz]","System Agent Clock [MHz]","Core #0 Usage [%]","Core #1 Usage [%]","Core #2 Usage [%]","Core #3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Uncore Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","Core #0 Thread 0 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C7 Residency [%]","Core #1 C7 Residency [%]","Core #2 C7 Residency [%]","Core #3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: DDR RAPL [Yes/No]","IA: PCS (PECI) [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","T2 [°C]","Motherboard [°C]","Temp3 [°C]","Temp4 [°C]","Temp5 [°C]","Temp6 [°C]","CPU (PECI) [°C]","CPU [°C]","Vcore [V]","+5V [V]","AVCC [V]","3VCC [V]","+12V [V]","VCOREREFIN [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VTT [V]","VIN5 [V]","VCCSA [V]","CPU VCCIO [V]","VIN3 [V]","VIN7 [V]","Chassis1 [RPM]","CPU [RPM]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Thermal Diode [°C]","GPU Core Voltage (VDDC) [V]","GPU Fan [RPM]","GPU Core Current [A]","GPU Core Power [W]","GPU Chip Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Utilization [%]","GPU D3D Usage [%]","GPU Memory Controller Utilization [%]","GPU Fan Speed [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Memory Errors []","GPU VRM Temperature1 [°C]","GPU VRM Temperature2 [°C]","GPU VRM Voltage Out (VOUT/VID) [V]","GPU VRM Voltage In (VIN/+12V) [V]","GPU VRM Current In (IIN) [A]","GPU VRM Current Out (IOUT) [A]","Total DL [MB]","Total UP [MB]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","GPU VRM Power In (PIN) [W]","GPU VRM Power Out (POUT) [W]",
20.2.2017,17:52:24.892,7775,10962,41.4,6120,10185,37.5,0.0,1.113,1.117,1.099,1.102,3290.3,3290.3,3290.3,3290.3,99.7,3290.3,997.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,58,59,44,45,42,41,56,55,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,60,56,49.035,44.946,2.959,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,54,1.104,5.040,3.408,3.344,11.904,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,905,1146,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.043,4113,515,0.0,0.0,0.0,0.000,0.000,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.050,2204,92.812,97.453,108.535,1160.0,2000.0,0.0,100.0,1.0,53.0,557,37,8.0,0,79.0,26.0,1.116,11.906,6.656,31.000,0,0,26,2,1.403,2.996,0,33.125,25.500,
20.2.2017,17:52:25.345,7775,10962,41.4,6120,10185,37.5,0.0,1.115,1.113,1.104,1.099,3291.9,3291.9,3291.9,3291.9,99.8,3291.9,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,60,61,45,43,40,39,55,57,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,56,56,47.368,43.215,2.915,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,54,1.104,5.040,3.408,3.360,11.904,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,920,1175,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.1,5.9,5.9,0.025,0.469,4113,515,0.0,0.1,0.1,0.000,0.017,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.119,2208,86.625,96.912,115.027,1225.0,2000.0,100.0,100.0,79.0,53.0,557,37,8.0,0,79.0,26.0,1.047,11.969,5.938,31.000,0,0,26,2,0.000,0.000,0,76.000,25.500,
20.2.2017,17:52:25.861,7774,10963,41.4,6120,10185,37.5,0.0,1.111,1.107,1.099,1.111,3292.7,3292.7,3292.7,3292.7,99.8,3292.7,997.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,52,55,45,45,48,45,55,55,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,56,49.396,45.157,3.174,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.3,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,54,1.120,5.040,3.408,3.344,11.904,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,920,1175,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.007,4113,515,0.0,0.0,0.0,0.000,0.000,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.050,2204,27.844,29.236,114.676,1160.0,2000.0,100.0,100.0,75.0,53.0,557,37,8.0,0,79.0,26.0,2.237,120.000,5.938,31.000,0,0,26,2,0.000,0.000,0,111.375,60.688,
20.2.2017,17:52:26.314,7774,10963,41.4,6120,10185,37.5,0.0,1.097,1.095,1.094,1.104,3291.9,3291.9,3291.9,3291.9,99.8,3291.9,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,57,59,46,48,43,41,54,52,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,56,50.335,46.093,3.236,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,54,1.120,5.040,3.408,3.360,11.808,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,925,1162,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.013,4113,515,0.0,0.1,0.1,0.000,0.009,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.113,2199,105.187,117.021,114.914,1225.0,2000.0,100.0,100.0,77.0,53.0,557,37,8.0,0,79.0,26.0,1.049,11.938,6.438,90.250,0,0,26,2,0.000,0.635,0,-10.422,58.188,
20.2.2017,17:52:26.830,7774,10963,41.4,6120,10185,37.5,0.0,1.104,1.120,1.107,1.097,3291.1,3291.1,3291.1,3291.1,99.7,3291.1,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,50,57,46,48,50,43,54,52,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,58,56,50.460,46.310,3.210,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,109,61,54,1.120,5.040,3.408,3.360,11.904,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,925,1162,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.2,0.0,0.3,0.065,0.008,4113,515,0.0,0.0,0.0,0.000,0.000,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.050,2208,91.266,95.829,114.574,1160.0,2000.0,100.0,100.0,79.0,53.0,557,37,8.0,0,79.0,26.0,1.049,11.938,6.438,58.000,0,0,26,2,0.000,0.000,0,-9.594,58.188,
20.2.2017,17:52:27.283,7774,10963,41.4,6120,10185,37.5,0.0,1.093,1.101,1.095,1.105,3293.6,3293.6,3293.6,3293.6,99.8,3293.6,998.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,51,56,47,48,49,44,53,52,56,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,58,56,49.619,45.421,3.119,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.6,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,54,1.104,5.040,3.408,3.360,11.808,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,924,1173,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.009,4113,515,0.0,0.0,0.0,0.000,0.000,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.050,2203,86.625,90.956,114.422,1160.0,2000.0,100.0,100.0,60.0,53.0,557,37,8.0,0,79.0,26.0,3.923,0.997,6.219,58.000,0,0,26,2,0.000,0.658,0,79.375,58.688,
20.2.2017,17:52:27.752,7775,10962,41.4,6120,10185,37.5,0.0,1.100,1.098,1.099,1.095,3291.1,3291.1,3291.1,3291.1,99.7,3291.1,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,59,55,47,46,41,45,53,54,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,56,49.154,44.936,2.951,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,54,1.104,5.040,3.408,3.344,11.808,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,924,1173,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.000,4113,515,0.0,9.9,9.9,0.000,0.018,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.050,2199,86.625,90.956,114.375,1160.0,2000.0,100.0,100.0,76.0,53.0,557,37,8.0,0,79.0,26.0,3.923,11.938,0.458,56.000,0,0,26,2,0.000,0.000,0,80.875,59.625,
20.2.2017,17:52:28.220,7775,10963,41.4,6120,10185,37.5,0.0,1.094,1.104,1.108,1.099,3290.3,3290.3,3290.3,3290.3,99.7,3290.3,997.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,49,61,44,45,51,39,56,55,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,56,48.981,44.919,2.959,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,60,53,1.104,5.040,3.408,3.344,11.808,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,905,1164,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.000,4113,515,0.0,0.0,0.0,0.000,0.000,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.113,2203,106.734,118.742,114.535,1225.0,2000.0,99.0,100.0,76.0,53.0,557,37,8.0,0,79.0,26.0,1.048,11.938,6.844,56.000,0,0,26,2,0.660,0.596,0,80.875,57.625,
20.2.2017,17:52:28.689,7774,10963,41.4,6120,10185,37.5,0.0,1.099,1.101,1.113,1.101,3292.7,3292.7,3292.7,3292.7,99.8,3292.7,997.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,58,61,45,46,42,39,55,54,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,56,52.544,48.090,3.590,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.3,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,53,1.120,5.040,3.408,3.360,11.808,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,905,1164,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.000,4113,515,0.0,0.0,0.0,0.000,0.000,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.050,2203,86.625,90.956,114.090,1160.0,2000.0,100.0,100.0,78.0,53.0,557,37,8.0,0,79.0,26.0,2.239,11.906,6.969,56.000,0,0,26,2,0.091,0.000,0,80.875,57.625,
20.2.2017,17:52:29.221,7775,10963,41.4,6120,10185,37.5,0.0,1.114,1.097,1.100,1.105,3291.1,3291.1,3291.1,3291.1,99.7,3291.1,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,58,58,44,46,42,42,56,54,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,56,50.896,46.637,3.320,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,53,1.104,5.040,3.408,3.360,11.904,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,910,1160,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.2,0.2,0.000,0.169,4113,515,0.0,1.1,1.1,0.000,0.030,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.050,2195,81.984,86.084,114.379,1160.0,2000.0,99.0,100.0,78.0,53.0,557,37,8.0,0,79.0,26.0,1.049,11.906,-23.500,121.750,0,0,26,2,0.000,0.561,0,74.125,-0.500,
20.2.2017,17:52:29.705,7774,10963,41.4,6120,10185,37.5,0.0,1.095,1.095,1.117,1.098,3288.7,3288.7,3288.7,3288.7,99.7,3288.7,996.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,51,61,48,48,49,39,52,52,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,56,49.550,45.370,3.041,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.0,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,55,1.104,5.040,3.408,3.360,11.808,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,915,1160,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.000,4113,515,0.0,0.0,0.0,0.000,0.000,921,7,0.0,0.0,0.0,0.000,0.000,0,0,77,1.388,2195,117.562,163.118,116.379,1285.0,2000.0,100.0,100.0,76.0,53.0,557,37,8.0,0,79.0,26.0,1.047,11.906,-23.500,58.000,0,0,26,2,0.085,0.000,0,76.750,-0.500,
20.2.2017,17:52:30.158,7775,10962,41.4,6120,10185,37.5,0.0,1.106,1.101,1.101,1.100,3291.1,3291.1,3291.1,3291.1,99.7,3291.1,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,58,59,44,45,42,41,56,55,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,61,56,49.130,44.961,2.995,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,109,61,55,1.104,5.040,3.408,3.360,11.904,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,915,1175,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.000,4113,515,0.0,0.0,0.0,0.000,0.000,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.025,2199,46.406,47.566,113.848,1077.0,2000.0,100.0,100.0,73.0,53.0,557,37,8.0,0,79.0,26.0,1.049,11.906,14.719,54.500,0,0,26,2,0.000,0.635,0,76.750,63.625,
20.2.2017,17:52:30.643,7775,10962,41.4,6120,10185,37.5,0.0,1.097,1.098,1.107,1.103,3291.9,3291.9,3291.9,3291.9,99.8,3291.9,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,58,61,45,45,42,39,55,55,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,56,53.204,48.752,3.654,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,55,1.104,5.040,3.408,3.360,11.808,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,918,1162,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.000,4113,515,0.0,0.1,0.1,0.000,0.008,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.050,2204,92.812,97.453,114.160,1160.0,2000.0,100.0,100.0,79.0,53.0,557,37,8.0,0,79.0,26.0,1.118,11.906,7.500,192.000,0,0,26,2,0.088,0.000,0,128.000,69.000,
20.2.2017,17:52:31.143,7775,10962,41.4,6120,10185,37.5,0.0,1.111,1.104,1.097,1.099,3287.9,3287.9,3287.9,3287.9,99.6,3287.9,996.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,59,58,45,46,41,42,55,54,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,56,53.047,48.706,3.627,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,54,1.120,5.040,3.408,3.344,11.904,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,918,1162,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.001,4113,515,0.0,0.0,0.0,0.000,0.000,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.119,2199,99.000,110.756,116.824,1225.0,2000.0,100.0,100.0,78.0,53.0,557,37,8.0,0,79.0,26.0,1.048,11.969,6.438,192.000,0,0,26,2,0.000,0.596,0,69.125,57.313,
20.2.2017,17:52:31.596,7775,10962,41.4,6120,10185,37.5,0.0,1.122,1.104,1.136,1.100,3290.3,3290.3,3290.3,3290.3,99.7,3290.3,997.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,59,61,45,46,41,39,55,54,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,60,56,53.055,48.569,3.644,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,54,1.120,5.040,3.408,3.360,11.904,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,924,1169,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.000,4113,515,0.0,0.0,0.0,0.000,0.000,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.050,2190,92.812,97.453,113.887,1160.0,2000.0,93.0,100.0,67.0,53.0,557,37,8.0,0,79.0,26.0,-0.027,11.938,6.438,192.000,0,0,26,2,0.087,0.000,0,43.938,60.313,
20.2.2017,17:52:32.080,7775,10962,41.4,6120,10185,37.5,0.0,1.109,1.101,1.095,1.094,3291.9,3291.9,3291.9,3291.9,99.8,3291.9,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,51,62,45,47,49,38,55,53,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,59,56,52.370,48.034,3.544,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,54,1.120,5.040,3.408,3.360,11.808,0.184,0.792,3.392,3.216,0.976,0.184,0.160,0.168,0.152,0.168,924,1169,33,33,No,No,52,100.0,No,No,2599,5272,36,No,No,0.5,0.0,0.5,0.096,0.000,4113,515,0.0,0.1,0.1,0.000,0.017,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.050,2203,86.625,90.956,114.496,1160.0,2000.0,99.0,100.0,62.0,53.0,557,37,8.0,0,79.0,26.0,2.160,11.938,6.313,192.000,0,0,26,2,0.000,0.635,0,84.750,60.875,
20.2.2017,17:52:32.611,7775,10962,41.4,6120,10185,37.5,0.0,1.099,1.109,1.097,1.104,3291.1,3291.1,3291.1,3291.1,99.7,3291.1,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,56,61,44,45,44,39,56,55,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,60,57,50.068,45.828,3.176,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,37,104,102,98,110,61,54,1.104,5.040,3.408,3.344,11.904,0.184,0.792,3.408,3.216,0.976,0.184,0.160,0.168,0.152,0.168,934,1178,33,33,No,No,51,100.0,No,No,2599,5272,36,No,No,0.0,0.0,0.0,0.000,0.000,4113,515,0.0,0.0,0.0,0.000,0.000,921,7,0.0,0.0,0.0,0.000,0.000,0,0,78,1.050,2208,86.625,90.956,114.047,1160.0,2000.0,100.0,100.0,75.0,53.0,557,37,8.0,0,79.0,26.0,2.173,11.938,-17.500,60.500,0,0,26,2,0.000,0.000,0,96.625,70.125,
