Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Ring Clock [MHz]","System Agent Clock [MHz]","Core #0 Usage [%]","Core #1 Usage [%]","Core #2 Usage [%]","Core #3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Uncore Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","Core #0 Thread 0 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C7 Residency [%]","Core #1 C7 Residency [%]","Core #2 C7 Residency [%]","Core #3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: DDR RAPL [Yes/No]","IA: PCS (PECI) [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","T2 [°C]","Motherboard [°C]","Temp3 [°C]","Temp4 [°C]","Temp5 [°C]","Temp6 [°C]","CPU (PECI) [°C]","CPU [°C]","Vcore [V]","+5V [V]","AVCC [V]","3VCC [V]","+12V [V]","VCOREREFIN [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VTT [V]","VIN5 [V]","VCCSA [V]","CPU VCCIO [V]","VIN3 [V]","VIN7 [V]","Chassis1 [RPM]","CPU [RPM]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Thermal Diode [°C]","GPU Core Voltage (VDDC) [V]","GPU Fan [RPM]","GPU Core Current [A]","GPU Core Power [W]","GPU Chip Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Utilization [%]","GPU D3D Usage [%]","GPU Memory Controller Utilization [%]","GPU Fan Speed [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Memory Errors []","GPU VRM Temperature1 [°C]","GPU VRM Temperature2 [°C]","GPU VRM Voltage Out (VOUT/VID) [V]","GPU VRM Voltage In (VIN/+12V) [V]","GPU VRM Current In (IIN) [A]","GPU VRM Current Out (IOUT) [A]","Total DL [MB]","Total UP [MB]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","GPU VRM Power In (PIN) [W]","GPU VRM Power Out (POUT) [W]",
20.2.2017,17:55:48.579,7721,11016,41.2,6125,10180,37.5,0.0,1.096,1.115,1.105,1.097,3290.3,3290.3,3290.3,3290.3,99.7,3290.3,997.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,58,55,45,47,42,45,55,53,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,60,56,48.936,44.809,3.160,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,103,100,96,107,62,57,1.120,5.040,3.408,3.360,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,967,1230,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.0,0.0,0.000,0.009,4115,546,0.0,0.0,0.0,0.000,0.000,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2186,94.359,99.667,114.539,1160.0,2000.0,100.0,100.0,78.0,53.0,564,63,8.0,0,82.0,26.0,1.055,-33.500,6.719,72.000,0,0,28,3,0.147,0.243,0,13.500,58.500,
20.2.2017,17:55:49.093,7722,11015,41.2,6123,10182,37.5,0.0,1.105,1.109,1.112,1.094,3292.7,3292.7,3292.7,3292.7,99.8,3292.7,997.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,53,61,45,46,47,39,55,54,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,61,57,51.431,46.983,3.517,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.3,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,103,100,96,107,62,57,1.120,5.040,3.408,3.344,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,967,1230,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.2,0.2,0.000,0.008,4115,546,0.0,0.2,0.2,0.000,0.032,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.125,2186,99.000,111.375,115.063,1225.0,2000.0,100.0,100.0,78.0,53.0,564,63,8.0,0,82.0,26.0,0.021,-33.500,6.719,117.750,0,0,28,3,0.876,1.308,0,75.250,55.750,
20.2.2017,17:55:49.545,7722,11016,41.2,6123,10182,37.5,0.0,1.095,1.102,1.095,1.097,3291.1,3291.1,3291.1,3291.1,99.7,3291.1,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,57,57,45,47,43,43,55,53,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,60,57,50.298,45.965,3.458,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,102,100,96,107,62,57,1.120,5.040,3.408,3.344,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,950,1244,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.2,0.2,0.000,0.005,4115,546,0.0,0.1,0.1,0.000,0.017,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2182,85.078,89.864,114.867,1160.0,2000.0,99.0,100.0,64.0,53.0,564,63,8.0,0,82.0,26.0,2.179,11.938,6.719,56.500,0,0,28,3,0.465,0.237,0,80.875,60.063,
20.2.2017,17:55:49.981,7721,11016,41.2,6123,10182,37.5,0.0,1.118,1.114,1.097,1.104,3294.4,3294.4,3294.4,3294.4,99.8,3294.4,998.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,56,61,45,46,44,39,55,54,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,59,57,50.500,46.139,3.515,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,103,100,96,107,62,57,1.120,5.040,3.408,3.344,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,950,1244,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.0,0.0,0.000,0.000,4115,546,0.0,0.0,0.0,0.000,0.000,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2182,91.266,96.399,114.355,1160.0,2000.0,100.0,100.0,79.0,53.0,564,63,8.0,0,82.0,26.0,1.055,11.938,-23.500,58.000,0,0,28,3,0.000,0.682,0,73.375,58.688,
20.2.2017,17:55:50.410,7721,11016,41.2,6123,10182,37.5,0.0,1.094,1.095,1.130,1.101,3292.7,3292.7,3292.7,3292.7,99.8,3292.7,997.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,53,56,45,45,47,44,55,55,56,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,61,56,50.636,46.315,3.465,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.3,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,103,100,96,107,62,57,1.120,5.040,3.408,3.344,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,954,1229,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.0,0.0,0.000,0.000,4115,546,0.0,0.0,0.0,0.000,0.000,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2186,81.984,86.596,115.039,1160.0,2000.0,100.0,100.0,71.0,53.0,564,63,8.0,0,82.0,26.0,1.026,11.969,6.219,52.500,0,0,28,3,0.347,0.250,0,76.750,56.375,
20.2.2017,17:55:50.841,7728,11009,41.2,6123,10182,37.5,0.0,1.107,1.094,1.110,1.095,3291.9,3291.9,3291.9,3291.9,99.8,3291.9,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,52,61,45,45,48,39,55,55,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,60,57,50.830,46.474,3.483,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,103,100,96,107,62,57,1.104,5.040,3.408,3.344,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,954,1229,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,5.7,5.7,0.000,0.142,4115,546,0.0,2.0,2.0,0.000,0.009,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2186,88.172,93.132,114.453,1160.0,2000.0,94.0,100.0,70.0,53.0,564,63,8.0,0,82.0,26.0,1.026,0.873,6.563,52.500,0,0,28,3,0.000,0.000,0,76.750,62.063,
20.2.2017,17:55:51.328,7728,11009,41.2,6123,10182,37.5,0.0,1.100,1.102,1.104,1.117,3290.3,3290.3,3290.3,3290.3,99.7,3290.3,997.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,53,60,46,46,47,40,54,54,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,57,57,50.261,45.957,3.393,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,102,100,96,107,62,57,1.120,5.040,3.408,3.344,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,973,1216,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.2,0.2,0.000,0.012,4115,546,0.0,0.0,0.0,0.000,0.000,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2186,89.719,94.765,114.570,1160.0,2000.0,100.0,100.0,79.0,53.0,564,63,8.0,0,82.0,26.0,1.053,11.938,6.500,57.000,0,0,28,3,0.000,0.614,0,76.750,62.063,
20.2.2017,17:55:51.764,7710,11027,41.1,6123,10182,37.5,0.0,1.096,1.103,1.095,1.093,3291.1,3291.1,3291.1,3291.1,99.7,3291.1,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,57,58,44,45,43,42,56,55,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,61,57,49.436,45.263,3.137,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,102,100,96,107,62,57,1.120,5.040,3.408,3.344,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,951,1216,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.0,0.0,0.000,0.000,4115,546,0.0,0.0,0.0,0.000,0.000,921,9,0.0,0.0,0.0,0.000,0.000,0,0,80,1.056,2186,85.078,89.864,113.938,1160.0,2000.0,100.0,100.0,58.0,53.0,564,63,8.0,0,82.0,26.0,1.054,0.872,6.250,91.500,0,0,28,3,0.000,0.282,0,76.750,-125.500,
20.2.2017,17:55:52.206,7710,11027,41.1,6123,10182,37.5,0.0,1.124,1.105,1.095,1.095,3291.9,3291.9,3291.9,3291.9,99.8,3291.9,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,50,60,44,46,50,40,56,54,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,60,57,48.964,44.695,3.115,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,103,100,96,107,62,57,1.104,5.040,3.408,3.360,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,951,1243,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.0,0.0,0.000,0.000,4115,546,0.0,6.3,6.3,0.000,0.018,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.119,2186,106.734,119.409,114.797,1225.0,2000.0,99.0,100.0,75.0,53.0,564,63,8.0,0,82.0,26.0,1.054,0.872,6.844,91.500,0,0,28,3,0.000,0.680,0,-8.797,58.000,
20.2.2017,17:55:52.694,7710,11027,41.1,6123,10182,37.5,0.0,1.121,1.096,1.094,1.108,3291.1,3291.1,3291.1,3291.1,99.7,3291.1,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,56,59,45,47,44,41,55,53,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,60,57,51.214,46.870,3.439,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,102,100,96,107,62,57,1.120,5.040,3.408,3.360,11.808,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,964,1243,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.2,0.2,0.000,0.001,4115,546,0.0,0.0,0.0,0.000,0.000,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2186,92.812,98.033,114.660,1160.0,2000.0,100.0,100.0,75.0,53.0,564,63,8.0,0,82.0,26.0,1.051,11.938,6.500,91.500,0,0,28,3,0.523,0.426,0,75.250,58.000,
20.2.2017,17:55:53.151,7709,11028,41.1,6123,10183,37.5,0.0,1.096,1.099,1.117,1.094,3292.7,3292.7,3292.7,3292.7,99.8,3292.7,997.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,56,60,45,44,44,40,55,56,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,59,57,48.941,44.767,3.080,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.3,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,103,100,96,107,62,57,1.120,5.040,3.408,3.344,11.808,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,964,1243,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.0,0.0,0.000,0.000,4115,546,0.0,0.0,0.0,0.000,0.000,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.050,2200,89.719,94.205,113.449,1160.0,2000.0,98.0,100.0,77.0,53.0,564,63,8.0,0,82.0,26.0,1.204,12.094,4.469,53.500,0,0,28,3,0.000,0.635,0,-1.938,74.125,
20.2.2017,17:55:53.586,7710,11028,41.1,6123,10183,37.5,0.0,1.099,1.102,1.093,1.094,3291.1,3291.1,3291.1,3291.1,99.7,3291.1,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,50,57,46,45,50,43,54,55,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,61,58,50.157,45.892,3.327,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,102,100,96,107,62,57,1.104,5.040,3.408,3.344,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,971,1228,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.0,0.0,0.000,0.000,4115,546,0.0,11.0,11.0,0.000,0.035,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2208,92.812,98.033,114.945,1160.0,2000.0,99.0,100.0,75.0,53.0,564,63,8.0,0,82.0,26.0,1.204,12.094,4.469,53.500,0,0,28,3,0.000,0.000,0,75.250,57.438,
20.2.2017,17:55:54.103,7706,11032,41.1,6122,10183,37.5,0.0,1.093,1.090,1.090,1.112,3293.6,3293.6,3293.6,3293.6,99.8,3293.6,998.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,54,55,46,46,46,45,54,54,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,58,57,48.023,43.845,3.109,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.6,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,103,100,96,107,62,57,1.120,5.040,3.408,3.344,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,971,1228,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.8,0.3,1.1,0.267,0.117,4116,546,0.0,14.0,14.0,0.000,0.023,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2204,91.266,96.399,113.863,1160.0,2000.0,100.0,100.0,78.0,53.0,564,63,8.0,0,82.0,26.0,1.204,12.094,0.454,53.500,0,0,28,3,0.000,0.578,0,74.500,57.438,
20.2.2017,17:55:54.549,7706,11031,41.1,6122,10183,37.5,0.0,1.094,1.114,1.109,1.103,3291.1,3291.1,3291.1,3291.1,99.7,3291.1,997.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,50,57,46,47,50,43,54,53,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,58,57,46.282,42.134,2.970,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,103,100,96,107,62,57,1.120,5.040,3.408,3.344,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,967,1214,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.0,0.0,0.000,0.000,4116,546,0.0,0.0,0.0,0.000,0.000,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2200,88.172,93.132,113.992,1160.0,2000.0,99.0,100.0,79.0,53.0,564,63,8.0,0,82.0,26.0,1.119,11.938,0.462,58.000,0,0,28,3,0.361,0.000,0,83.125,57.438,
20.2.2017,17:55:55.046,7707,11030,41.1,6122,10183,37.5,0.0,1.114,1.095,1.106,1.106,3291.9,3291.9,3291.9,3291.9,99.8,3291.9,997.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,56,60,45,46,44,40,55,54,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,59,56,49.311,44.979,3.372,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.1,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,103,100,96,107,62,57,1.104,5.040,3.408,3.344,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,967,1214,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.0,0.0,0.000,0.000,4116,546,0.0,0.1,0.1,0.000,0.008,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2203,91.266,96.399,114.379,1160.0,2000.0,100.0,100.0,79.0,53.0,564,63,8.0,0,82.0,26.0,1.052,11.938,7.000,59.000,0,0,28,3,0.000,0.596,0,76.750,63.125,
20.2.2017,17:55:55.484,7707,11030,41.1,6122,10183,37.5,0.0,1.095,1.104,1.093,1.106,3289.5,3289.5,3289.5,3289.5,99.7,3289.5,996.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,50,58,45,46,50,42,55,54,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,59,57,46.357,42.225,2.908,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.3,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,102,100,96,107,62,57,1.104,5.040,3.408,3.344,11.808,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,955,1228,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.0,0.0,0.000,0.000,4116,546,0.0,0.0,0.0,0.000,0.000,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2199,83.531,88.230,113.762,1160.0,2000.0,99.0,100.0,79.0,53.0,564,63,8.0,0,82.0,26.0,0.246,11.938,7.000,64.000,0,0,28,3,0.147,0.123,0,79.375,60.500,
20.2.2017,17:55:55.917,7707,11030,41.1,6122,10183,37.5,0.0,1.114,1.094,1.096,1.094,3293.6,3293.6,3293.6,3293.6,99.8,3293.6,998.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,33,33,33,33,56,57,45,45,44,43,55,55,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,59,57,47.130,43.072,2.989,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.6,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,39,102,100,96,107,62,57,1.120,5.040,3.408,3.360,11.904,0.192,0.760,3.392,3.216,0.976,0.192,0.168,0.176,0.160,0.176,955,1228,33,33,No,No,55,100.0,No,No,2599,5272,37,No,No,0.0,0.0,0.0,0.000,0.000,4116,546,0.0,0.0,0.0,0.000,0.000,921,9,0.0,0.0,0.0,0.000,0.000,0,0,79,1.056,2200,94.359,99.667,113.340,1160.0,2000.0,99.0,100.0,76.0,53.0,564,63,8.0,0,82.0,26.0,1.122,0.002,-126.500,95.750,0,0,28,3,0.000,0.706,0,85.000,64.250,
