Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Ring Clock [MHz]","System Agent Clock [MHz]","Core #0 Usage [%]","Core #1 Usage [%]","Core #2 Usage [%]","Core #3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Uncore Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","Core #0 Thread 0 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C7 Residency [%]","Core #1 C7 Residency [%]","Core #2 C7 Residency [%]","Core #3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: DDR RAPL [Yes/No]","IA: PCS (PECI) [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","T2 [°C]","Motherboard [°C]","Temp3 [°C]","Temp4 [°C]","Temp5 [°C]","Temp6 [°C]","CPU (PECI) [°C]","CPU [°C]","Vcore [V]","+5V [V]","AVCC [V]","3VCC [V]","+12V [V]","VCOREREFIN [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VTT [V]","VIN5 [V]","VCCSA [V]","CPU VCCIO [V]","VIN3 [V]","VIN7 [V]","Chassis1 [RPM]","CPU [RPM]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Thermal Diode [°C]","GPU Core Voltage (VDDC) [V]","GPU Fan [RPM]","GPU Core Current [A]","GPU Core Power [W]","GPU Chip Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Utilization [%]","GPU D3D Usage [%]","GPU Memory Controller Utilization [%]","GPU Fan Speed [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Memory Errors []","GPU VRM Temperature1 [°C]","GPU VRM Temperature2 [°C]","GPU VRM Voltage Out (VOUT/VID) [V]","GPU VRM Voltage In (VIN/+12V) [V]","GPU VRM Current In (IIN) [A]","GPU VRM Current Out (IOUT) [A]","GPU VRM Power Out (POUT) [W]","GPU VRM Power In (PIN) [W]","Total DL [MB]","Total UP [MB]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
20.2.2017,17:31:33.045,9723,9015,51.8,5164,11142,31.6,0.0,1.160,1.085,1.127,1.143,3390.0,3390.0,3290.3,3390.0,99.7,3390.0,997.1,68.7,59.3,53.1,71.8,71.8,63.2,100.0,34,34,33,34,34,36,41,33,32,64,59,67,68,41,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,39,41,24.434,20.858,1.525,52.0,66.6,55.8,62.0,6.0,0.0,2.2,0.0,15.1,0.0,14.7,0.0,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,44,41,1.104,5.080,3.408,3.360,11.808,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,725,888,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,3.1,3.1,0.009,0.724,2977,346,51.7,0.4,52.1,7.828,0.018,9446,0,0.0,0.0,0.0,0.000,0.000,0,0,64,1.206,1301,95.906,115.687,88.969,1338.0,2000.0,100.0,59.7,3.0,37.0,2989,305,8.0,0,61.0,26.0,1.206,12.000,6.188,26.500,-124.500,52.250,0,0,37,2,154.807,7.989,0,
20.2.2017,17:31:33.490,9728,9009,51.9,5172,11133,31.7,0.0,1.116,1.133,1.132,1.126,3291.9,3291.9,3291.9,3291.9,99.8,3291.9,997.6,62.0,65.5,44.8,37.9,65.5,52.6,100.0,33,33,33,33,33,36,40,33,32,64,60,67,68,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,38,40,22.652,19.125,1.393,46.8,61.0,40.5,53.9,8.8,0.0,5.3,0.0,4.1,0.0,45.4,0.0,1064.1,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,44,41,1.104,5.080,3.408,3.360,12.000,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,718,888,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.5,0.5,0.000,0.092,2977,346,55.5,0.0,55.5,10.635,0.000,9451,0,0.0,0.0,0.0,0.000,0.000,0,0,64,1.212,1308,27.844,33.761,87.621,1338.0,2000.0,100.0,59.4,68.0,37.0,2986,305,8.0,0,61.0,26.0,3.949,12.000,2.875,20.000,42.813,67.250,0,0,37,2,155.884,4.936,0,
20.2.2017,17:31:33.935,9714,9023,51.8,5165,11140,31.6,0.0,1.104,1.097,1.131,1.107,3391.7,3391.7,3291.9,3391.7,99.8,3391.7,997.6,57.1,75.0,42.8,60.7,75.0,58.9,100.0,34,34,33,34,34,37,39,33,32,63,61,67,68,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,38,41,23.572,20.020,1.376,46.7,62.2,45.5,56.4,1.9,0.0,3.1,0.0,15.0,0.0,33.4,0.0,1064.1,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,44,41,1.120,5.080,3.408,3.360,12.000,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,718,888,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.8,0.9,0.073,1.615,2977,346,15.4,13.3,28.7,1.770,0.027,9451,0,0.0,0.0,0.0,0.000,0.000,0,0,64,1.200,1311,63.422,76.106,86.281,1338.0,2000.0,100.0,57.2,1.0,37.0,2986,305,8.0,0,61.0,26.0,3.949,11.938,5.969,31.500,27.313,67.250,0,0,37,2,73.783,4.471,0,
20.2.2017,17:31:34.375,9720,9017,51.8,5168,11137,31.6,0.0,1.141,1.141,1.113,1.101,3390.0,3390.0,3290.3,3390.0,99.7,3390.0,997.1,37.9,72.4,34.4,68.9,72.4,53.4,100.0,34,34,33,34,34,36,39,33,32,64,61,67,68,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,38,41,22.401,18.813,1.411,43.2,61.4,40.9,57.9,14.4,0.0,18.2,0.0,31.3,0.0,29.7,0.0,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,43,41,1.104,5.080,3.408,3.360,11.904,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,720,888,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.5,0.5,0.000,0.950,2977,347,90.8,0.3,91.1,8.862,0.009,9455,0,0.0,0.0,0.0,0.000,0.000,0,0,64,1.219,1315,20.109,24.508,85.555,1338.0,2000.0,100.0,57.5,52.0,37.0,2986,305,8.0,0,61.0,26.0,2.462,12.094,5.969,31.500,27.313,74.500,0,0,37,2,153.414,5.612,0,
20.2.2017,17:31:34.866,9723,9015,51.8,5167,11138,31.6,0.0,1.083,1.092,1.122,1.117,3290.3,3390.0,3290.3,3290.3,99.7,3290.3,997.1,53.5,57.1,50.0,46.4,57.1,51.8,100.0,33,34,33,33,33,35,40,34,31,65,60,66,69,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,40,41,22.266,18.757,1.376,44.0,58.3,46.9,56.1,25.8,0.0,15.2,0.0,17.1,0.0,27.0,0.0,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,43,40,1.088,5.080,3.408,3.360,12.000,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,720,894,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.6,0.6,0.000,0.276,2977,347,44.7,0.0,44.7,7.244,0.000,9459,0,0.0,0.0,0.0,0.000,0.000,0,0,64,1.200,1327,111.375,133.650,84.070,1338.0,2000.0,100.0,54.7,1.0,38.0,2986,305,8.0,0,61.0,26.0,1.206,11.938,6.313,43.000,35.688,29.000,0,0,37,2,70.206,4.302,0,
20.2.2017,17:31:35.305,9726,9011,51.9,5180,11125,31.7,0.0,1.130,1.094,1.118,1.120,3291.1,3390.9,3390.9,3390.9,99.7,3291.1,997.3,41.9,70.9,51.6,61.2,70.9,56.4,100.0,33,34,34,34,33,35,40,33,31,65,60,67,69,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,39,42,22.730,19.155,1.429,42.7,56.3,50.6,57.5,15.4,0.0,1.1,0.0,30.0,0.0,29.3,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,43,40,1.104,5.080,3.408,3.360,11.904,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,720,894,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.2,0.4,0.6,0.046,0.396,2977,347,44.6,0.0,44.6,6.654,0.000,9461,0,0.0,0.0,0.0,0.000,0.000,0,0,64,1.219,1339,20.109,24.508,86.230,1338.0,2000.0,100.0,55.9,79.0,38.0,2986,305,8.0,0,61.0,26.0,1.211,12.094,1.875,43.000,35.688,29.000,0,0,37,2,153.528,5.621,0,
20.2.2017,17:31:35.755,9729,9008,51.9,5179,11126,31.7,0.0,1.111,1.077,1.115,1.114,3291.1,3291.1,3291.1,3390.9,99.7,3291.1,997.3,50.0,64.2,71.4,60.7,71.4,61.6,100.0,33,33,33,34,33,36,39,34,34,64,61,66,66,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,42,41,22.862,19.332,1.372,41.2,50.3,56.1,58.0,13.5,0.0,0.6,0.0,32.7,0.0,1.3,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,43,40,1.104,5.080,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,720,899,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.8,0.9,0.166,0.680,2977,347,32.3,0.3,32.6,5.612,0.018,9464,0,0.0,0.0,0.0,0.000,0.000,0,0,64,1.200,1348,108.281,129.937,84.914,1338.0,2000.0,100.0,57.9,74.0,38.0,2986,305,8.0,0,61.0,26.0,1.205,12.031,1.875,18.500,19.469,26.438,0,0,37,2,148.334,5.984,0,
20.2.2017,17:31:36.237,9736,9001,51.9,5186,11119,31.8,0.0,1.100,1.072,1.121,1.137,3293.6,3293.6,3293.6,3293.6,99.8,3293.6,998.1,31.0,65.5,65.5,44.8,65.5,51.7,100.0,33,33,33,33,33,38,39,34,34,62,61,66,66,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,39,41,22.910,19.369,1.383,43.2,54.1,54.3,53.0,9.2,0.0,0.0,0.0,36.7,0.0,0.0,9.2,1064.6,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,43,41,1.120,5.080,3.408,3.360,12.000,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,720,899,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.4,0.4,0.016,0.201,2977,347,47.4,0.0,47.4,5.369,0.000,9466,0,0.0,0.0,0.0,0.000,0.000,0,0,64,1.212,1355,20.109,24.383,86.621,1338.0,2000.0,100.0,55.0,43.0,38.0,2986,305,8.0,0,61.0,26.0,1.206,12.063,2.469,18.500,24.281,80.000,0,0,37,2,70.105,3.678,0,
20.2.2017,17:31:36.753,9735,9002,51.9,5188,11117,31.8,0.0,1.119,1.075,1.114,1.112,3294.4,3294.4,3294.4,3294.4,99.8,3294.4,998.3,51.6,48.3,41.9,74.1,74.1,54.0,100.0,33,33,33,33,33,38,40,34,35,62,60,66,65,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,39,41,23.492,19.917,1.377,53.1,52.9,40.1,58.9,0.3,0.0,0.3,0.0,2.2,0.0,37.2,0.1,1064.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,44,41,1.104,5.080,3.408,3.360,12.000,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,722,899,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.7,0.8,0.088,0.377,2977,348,50.7,0.0,50.7,3.848,0.000,9468,0,0.0,0.0,0.0,0.000,0.000,0,0,64,1.200,1360,60.328,72.394,84.996,1338.0,2000.0,100.0,66.3,1.0,38.0,2986,305,8.0,0,61.0,26.0,1.206,11.969,4.781,26.000,24.281,80.000,0,0,37,2,130.303,5.250,0,
20.2.2017,17:31:37.250,9738,8999,51.9,5198,11107,31.8,0.0,1.088,1.159,1.128,1.109,3290.3,3290.3,3290.3,3290.3,99.7,3390.0,997.1,57.5,57.5,57.5,75.7,75.7,62.0,100.0,33,33,33,33,34,37,39,34,32,63,61,66,68,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,39,41,24.559,20.983,1.473,61.1,58.4,49.8,62.2,0.0,0.0,8.7,0.0,0.0,0.0,22.1,0.0,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,44,42,1.136,5.080,3.408,3.360,11.904,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,711,899,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,3.1,3.1,0.000,3.113,2977,349,14.5,10.6,25.1,2.228,0.016,9469,0,0.0,0.0,0.0,0.000,0.000,0,0,64,1.200,1363,89.719,107.662,84.879,1338.0,2000.0,100.0,57.0,44.0,38.0,2989,305,8.0,0,62.0,26.0,1.201,11.969,5.563,29.500,26.719,23.031,0,0,37,2,134.863,5.113,0,
20.2.2017,17:31:37.703,9737,9000,51.9,5196,11109,31.8,0.0,1.067,1.131,1.093,1.086,3291.1,3291.1,3291.1,3291.1,99.7,3291.1,997.3,56.2,59.3,31.2,50.0,59.3,49.2,100.0,33,33,33,33,33,35,38,34,32,65,62,66,68,38,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,39,41,23.075,19.543,1.374,53.8,54.6,38.7,56.7,0.0,0.0,2.2,0.0,0.0,0.0,49.9,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,44,42,1.120,5.080,3.408,3.360,12.000,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,711,886,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.7,0.7,0.000,0.297,2977,349,44.8,0.0,44.8,6.925,0.000,9472,0,0.0,0.0,0.0,0.000,0.000,0,0,65,1.200,1365,117.562,141.075,85.539,1338.0,2000.0,100.0,60.6,1.0,38.0,2986,305,8.0,0,62.0,26.0,1.208,0.999,14.375,55.000,26.719,34.625,0,0,37,2,148.933,6.299,0,
20.2.2017,17:31:38.137,9744,8993,52.0,5207,11099,31.9,0.0,1.142,1.077,1.121,1.102,3390.9,3291.1,3291.1,3390.9,99.7,3390.9,997.3,55.1,51.7,48.2,65.5,65.5,55.1,100.0,34,33,33,34,34,37,39,34,34,63,61,66,66,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,41,41,22.952,19.403,1.390,55.6,50.3,41.9,56.2,0.0,0.4,2.6,0.0,0.0,5.3,47.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,44,42,1.120,5.080,3.408,3.360,12.000,0.160,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,742,886,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.4,0.5,0.039,0.369,2977,349,17.2,0.0,17.2,6.660,0.000,9475,0,0.0,0.0,0.0,0.000,0.000,0,0,64,1.206,1367,75.797,91.430,85.719,1338.0,2000.0,100.0,56.1,1.0,39.0,2989,305,8.0,0,62.0,26.0,1.208,11.969,6.375,55.000,47.563,36.563,0,0,37,2,77.645,4.751,0,
20.2.2017,17:31:38.579,9647,9090,51.4,5097,11208,31.2,0.0,1.136,1.122,1.120,1.154,3390.0,3390.0,3290.3,3290.3,99.7,3489.7,997.1,53.5,46.4,32.1,46.4,53.5,44.6,100.0,34,34,33,33,35,37,38,32,32,63,62,68,68,38,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,38,41,20.745,17.148,1.336,43.1,42.5,32.4,43.8,1.8,1.3,0.5,4.0,16.6,20.9,55.8,20.7,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,43,41,1.120,5.080,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,742,909,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,1.1,2.6,3.7,0.507,1.823,2977,350,43.5,0.0,43.5,4.388,0.000,9477,0,0.0,0.0,0.0,0.000,0.000,0,0,60,1.219,1382,20.109,24.508,46.656,1338.0,2000.0,100.0,28.5,1.0,39.0,2985,305,8.0,0,62.0,26.0,1.218,12.063,1.531,71.000,16.438,36.563,0,0,38,2,153.407,3.113,0,
20.2.2017,17:31:39.037,10054,8683,53.6,5219,11086,32.0,0.0,1.132,1.118,1.156,1.124,3291.9,3291.9,3291.9,3291.9,99.8,3391.7,997.6,53.5,46.4,35.7,60.7,60.7,49.1,100.0,33,33,33,33,34,37,42,33,35,63,58,67,65,42,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,39,41,23.182,19.544,1.732,58.0,48.0,43.9,59.0,4.0,1.8,8.9,2.6,10.7,22.3,17.5,13.3,1064.1,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,43,41,1.104,5.080,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,742,909,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.4,0.4,0.000,0.248,2977,350,6.1,2.8,8.9,8.474,0.018,9480,0,0.0,0.0,0.0,0.000,0.000,0,0,60,1.219,1392,20.109,24.508,47.727,1338.0,2000.0,100.0,11.6,0.0,38.0,3050,305,8.0,0,62.0,26.0,1.220,12.063,1.531,14.000,17.063,17.000,0,0,38,2,75.100,4.695,0,
20.2.2017,17:31:39.545,10052,8685,53.6,5316,10989,32.6,0.0,1.125,1.111,1.078,1.134,3390.9,3291.1,3291.1,3291.1,99.7,3390.9,997.3,67.7,41.9,41.9,70.9,70.9,55.6,100.0,34,33,33,33,34,38,40,34,33,62,60,66,67,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,39,41,23.760,20.170,1.593,56.1,48.6,42.5,68.6,0.0,0.0,1.3,0.0,0.0,37.8,39.9,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,108,106,103,114,44,41,1.120,5.120,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,734,903,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.2,0.3,0.031,0.228,2977,350,2.8,0.0,2.8,1.511,0.000,9481,0,0.0,0.0,0.0,0.000,0.000,0,0,59,1.219,1385,20.109,24.508,47.965,1338.0,2000.0,100.0,10.4,17.0,38.0,3050,305,8.0,0,62.0,26.0,1.219,12.063,1.406,13.000,16.438,17.000,0,0,38,2,130.320,4.771,0,
20.2.2017,17:31:39.991,10058,8679,53.6,5366,10939,32.9,0.0,1.103,1.090,1.094,1.090,3288.7,3488.0,3388.4,3388.4,99.7,3388.4,996.6,77.4,51.6,51.6,64.5,77.4,61.3,100.0,33,35,34,34,34,37,39,33,32,63,61,67,68,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,38,41,26.219,22.549,1.737,70.9,62.1,56.7,64.1,0.0,0.3,0.1,0.0,5.8,17.0,24.7,16.1,1063.0,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,44,41,1.120,5.120,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,742,903,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.5,0.5,0.000,0.406,2977,351,0.4,0.0,0.4,1.180,0.000,9482,0,0.0,0.0,0.0,0.000,0.000,0,0,59,1.219,1380,20.109,24.508,47.730,1338.0,2000.0,100.0,10.7,25.0,38.0,3050,305,8.0,0,62.0,26.0,1.220,12.094,1.406,13.000,21.875,20.000,0,0,38,2,152.478,6.177,0,
20.2.2017,17:31:40.486,10129,8608,54.0,5460,10845,33.4,0.0,1.145,1.117,1.075,1.128,3288.7,3288.7,3288.7,3388.4,99.7,3388.4,996.6,57.1,57.1,50.0,67.8,67.8,58.0,100.0,33,33,33,34,34,36,41,32,33,64,59,68,67,41,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,38,41,23.200,19.585,1.609,47.2,55.7,38.8,65.9,17.0,7.1,1.9,3.9,24.7,13.9,50.5,14.2,1063.0,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,44,41,1.088,5.080,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,742,901,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.3,0.4,0.016,0.205,2977,351,12.5,0.0,12.5,3.149,0.000,9483,0,0.0,0.0,0.0,0.000,0.000,0,0,59,1.219,1378,35.578,43.361,47.941,1338.0,2000.0,100.0,11.6,1.0,38.0,3050,305,8.0,0,62.0,26.0,0.220,12.094,1.344,15.000,17.063,16.938,0,0,38,2,134.391,4.818,0,
