Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Ring Clock [MHz]","System Agent Clock [MHz]","Core #0 Usage [%]","Core #1 Usage [%]","Core #2 Usage [%]","Core #3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Uncore Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","Core #0 Thread 0 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C7 Residency [%]","Core #1 C7 Residency [%]","Core #2 C7 Residency [%]","Core #3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: DDR RAPL [Yes/No]","IA: PCS (PECI) [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","T2 [°C]","Motherboard [°C]","Temp3 [°C]","Temp4 [°C]","Temp5 [°C]","Temp6 [°C]","CPU (PECI) [°C]","CPU [°C]","Vcore [V]","+5V [V]","AVCC [V]","3VCC [V]","+12V [V]","VCOREREFIN [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VTT [V]","VIN5 [V]","VCCSA [V]","CPU VCCIO [V]","VIN3 [V]","VIN7 [V]","Chassis1 [RPM]","CPU [RPM]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Thermal Diode [°C]","GPU Core Voltage (VDDC) [V]","GPU Fan [RPM]","GPU Core Current [A]","GPU Core Power [W]","GPU Chip Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Utilization [%]","GPU D3D Usage [%]","GPU Memory Controller Utilization [%]","GPU Fan Speed [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Memory Errors []","GPU VRM Temperature1 [°C]","GPU VRM Temperature2 [°C]","GPU VRM Voltage Out (VOUT/VID) [V]","GPU VRM Voltage In (VIN/+12V) [V]","GPU VRM Current In (IIN) [A]","GPU VRM Current Out (IOUT) [A]","GPU VRM Power Out (POUT) [W]","GPU VRM Power In (PIN) [W]","Total DL [MB]","Total UP [MB]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
20.2.2017,17:31:40.922,10147,8590,54.1,5478,10827,33.5,0.0,1.167,1.152,1.137,1.128,3293.6,3393.4,3393.4,3393.4,99.8,3493.2,998.1,62.5,65.6,43.7,53.1,65.6,56.2,100.0,33,34,34,34,35,35,39,33,30,65,61,67,70,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,38,41,24.961,21.267,1.783,58.1,58.7,55.0,65.1,0.5,0.0,0.4,0.0,11.2,0.0,32.5,0.0,1064.6,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,109,106,103,114,44,41,1.120,5.120,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,730,901,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.0,0.0,0.000,0.000,2977,351,0.4,0.0,0.4,1.213,0.000,9484,0,0.0,0.0,0.0,0.000,0.000,0,0,59,1.219,1375,20.109,24.508,48.184,1338.0,2000.0,100.0,11.7,1.0,38.0,3114,305,8.0,0,62.0,26.0,1.220,12.063,-80.500,17.500,18.875,18.500,0,0,38,2,75.949,2.125,0,
20.2.2017,17:31:41.417,10448,8289,55.7,5492,10813,33.6,0.0,1.075,1.097,1.106,1.116,3290.3,3290.3,3290.3,3290.3,99.7,3290.3,997.1,46.4,46.4,60.7,67.8,67.8,55.3,100.0,33,33,33,33,33,38,38,35,36,62,62,65,64,38,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,40,41,25.108,21.496,1.698,56.7,53.0,60.0,65.5,0.3,0.0,0.0,0.0,20.8,13.0,0.0,3.1,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,44,42,1.104,5.080,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,730,882,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.2,0.6,0.8,0.057,0.360,2977,351,0.6,0.0,0.6,1.575,0.000,9484,0,0.0,0.0,0.0,0.000,0.000,0,0,59,1.219,1373,20.109,24.508,47.922,1338.0,2000.0,100.0,12.6,0.0,38.0,3114,305,8.0,0,62.0,26.0,1.220,12.063,1.344,13.500,29.094,24.500,0,0,38,2,134.391,4.818,0,
20.2.2017,17:31:41.853,10394,8343,55.4,5633,10672,34.5,0.0,1.119,1.145,1.137,1.122,3291.1,3291.1,3291.1,3291.1,99.7,3390.9,997.3,78.1,68.7,65.6,71.8,78.1,71.0,100.0,33,33,33,33,34,36,39,34,37,64,61,66,63,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,39,42,27.129,23.514,1.628,67.5,60.9,61.9,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,108,106,103,114,44,42,1.104,5.080,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,745,882,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.2,0.4,0.5,0.037,0.274,2977,351,5.3,0.0,5.3,1.817,0.000,9485,0,0.0,0.0,0.0,0.000,0.000,0,0,59,1.219,1373,20.109,24.508,47.516,1338.0,2000.0,100.0,9.9,2.0,38.0,3114,305,8.0,0,62.0,26.0,1.219,12.094,1.406,13.500,18.281,17.750,0,0,38,2,103.975,5.702,0,
20.2.2017,17:31:42.284,10394,8343,55.4,5738,10567,35.1,0.0,1.114,1.099,1.118,1.119,3292.7,3292.7,3292.7,3292.7,99.8,3392.5,997.8,64.2,57.1,46.4,57.1,64.2,56.2,100.0,33,33,33,33,34,38,39,33,36,62,61,67,64,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,38,41,23.971,20.361,1.546,52.1,46.7,45.9,63.0,0.0,0.7,0.7,0.0,0.0,39.8,22.0,0.0,1064.3,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,108,106,103,114,44,42,1.152,5.120,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,745,893,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.7,0.7,0.000,0.454,2977,351,0.5,0.0,0.5,1.211,0.000,9486,0,0.0,0.0,0.0,0.000,0.000,0,0,59,1.219,1373,88.172,107.459,47.668,1338.0,2000.0,100.0,10.8,0.0,38.0,3114,305,8.0,0,62.0,26.0,1.220,12.094,1.594,14.000,16.438,17.000,0,0,38,2,131.285,5.474,0,
20.2.2017,17:31:42.758,10397,8341,55.4,5791,10514,35.5,0.0,1.114,1.142,1.142,1.096,3390.9,3291.1,3291.1,3291.1,99.7,3390.9,997.3,48.1,44.4,44.4,85.1,85.1,55.5,100.0,34,33,33,33,34,38,39,34,34,62,61,66,66,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,40,42,23.971,20.378,1.594,57.0,42.8,39.2,68.2,0.0,0.9,6.6,0.0,0.0,34.1,44.4,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,35,109,106,103,114,44,42,1.104,5.080,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,745,893,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,1.0,1.0,0.009,1.829,2977,352,11.9,0.0,11.9,2.363,0.000,9487,0,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1373,26.297,32.049,47.723,1338.0,2000.0,100.0,10.4,2.0,38.0,3114,305,8.0,0,61.0,26.0,1.215,12.063,1.594,14.000,16.438,17.000,0,0,38,2,143.767,6.940,0,
20.2.2017,17:31:43.215,10396,8341,55.4,5791,10514,35.5,0.0,1.112,1.151,1.132,1.135,3389.2,3289.5,3389.2,3289.5,99.7,3389.2,996.8,63.3,36.6,40.0,56.6,63.3,49.1,100.0,34,33,34,33,34,36,39,34,37,64,61,66,63,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,38,41,23.534,19.956,1.439,52.6,37.7,36.1,61.4,1.2,0.7,1.4,0.0,3.5,53.3,54.1,0.0,1063.3,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,109,106,103,114,44,42,1.120,5.080,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,754,907,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.1,0.2,0.016,0.201,2977,352,0.7,0.0,0.7,1.610,0.000,9487,0,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1373,20.109,24.508,48.297,1338.0,2000.0,100.0,10.8,13.0,38.0,3114,305,8.0,0,61.0,26.0,1.219,12.094,1.406,14.000,15.844,16.250,0,0,38,2,72.493,3.892,0,
20.2.2017,17:31:43.660,10396,8341,55.4,5790,10515,35.5,0.0,1.135,1.087,1.117,1.110,3292.7,3392.5,3292.7,3392.5,99.8,3392.5,997.8,66.6,40.0,43.3,50.0,66.6,50.0,100.0,33,34,33,34,34,38,38,33,33,62,62,67,67,38,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,37,41,23.382,19.802,1.456,53.4,39.8,38.1,53.0,0.1,0.4,1.1,0.0,23.9,34.8,36.7,0.0,1064.3,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,109,106,103,114,44,42,1.104,5.120,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,754,907,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.1,0.2,0.018,0.202,2977,352,0.8,0.0,0.8,2.243,0.000,9488,0,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1360,20.109,24.508,47.594,1338.0,2000.0,100.0,10.6,2.0,37.0,3114,305,8.0,0,61.0,26.0,1.216,12.094,1.594,14.000,16.438,17.000,0,0,38,2,153.528,3.113,0,
20.2.2017,17:31:44.104,10396,8341,55.4,5789,10517,35.5,0.0,1.105,1.135,1.131,1.110,3390.9,3390.9,3291.1,3390.9,99.7,3390.9,997.3,53.5,42.8,57.1,60.7,60.7,53.5,100.0,34,34,33,34,34,36,39,32,33,64,61,68,67,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,37,41,23.554,19.963,1.447,45.0,39.8,47.5,61.0,5.7,3.2,3.6,0.0,27.7,48.0,18.7,0.0,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,108,106,103,114,44,42,1.136,5.120,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,742,912,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.8,0.8,0.075,2.688,2977,353,0.0,7.2,7.2,0.000,0.028,9488,0,0.0,0.0,0.0,0.000,0.000,0,0,59,1.219,1348,37.125,45.246,53.598,1338.0,2000.0,100.0,22.9,1.0,37.0,3370,305,8.0,0,61.0,26.0,1.220,12.094,1.344,13.000,15.844,21.094,0,0,38,2,148.334,5.967,0,
20.2.2017,17:31:44.572,10226,8511,54.5,5371,10935,32.9,0.0,1.130,1.135,1.133,1.100,3390.9,3291.1,3390.9,3390.9,99.7,3390.9,997.3,55.1,44.8,41.3,55.1,55.1,49.1,100.0,34,33,34,34,34,36,39,32,31,64,61,68,69,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,40,42,23.317,19.538,1.959,50.9,48.2,39.5,52.2,1.9,0.0,1.0,0.2,16.6,19.3,50.1,16.7,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,108,106,103,114,44,42,1.136,5.120,3.408,3.376,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,742,912,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.1,0.3,0.034,0.248,2977,353,23.3,0.0,23.3,0.240,0.000,9488,0,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1340,20.109,24.508,47.707,1338.0,2000.0,100.0,25.0,1.0,37.0,3370,305,8.0,0,61.0,26.0,1.219,12.094,1.344,14.500,17.063,17.000,0,0,38,2,74.712,6.086,0,
20.2.2017,17:31:45.057,10262,8475,54.7,5398,10907,33.1,0.0,1.130,1.109,1.129,1.129,3390.9,3291.1,3390.9,3291.1,99.7,3390.9,997.3,36.6,43.3,13.3,33.3,43.3,31.6,100.0,34,33,34,33,34,36,40,33,34,64,60,67,66,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,41,41,20.283,16.741,1.382,29.1,46.3,26.8,48.6,9.8,0.5,4.8,2.9,51.1,34.9,59.0,21.6,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,108,106,103,114,44,42,1.120,5.120,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,734,906,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.0,0.0,0.000,0.000,2977,353,0.0,0.0,0.0,0.000,0.000,9488,0,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1335,20.109,24.508,48.000,1338.0,2000.0,100.0,11.2,56.0,37.0,3370,305,8.0,0,61.0,26.0,1.219,12.094,1.406,13.000,15.844,16.938,0,0,38,2,133.063,3.279,0,
20.2.2017,17:31:45.525,10371,8366,55.3,5482,10823,33.6,0.0,1.107,1.132,1.131,1.161,3290.3,3390.0,3290.3,3290.3,99.7,3290.3,997.1,29.0,51.6,35.4,58.0,58.0,43.5,100.0,33,34,33,33,33,35,38,33,32,65,62,67,68,38,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,41,41,21.632,18.046,1.390,27.2,47.7,32.7,49.1,14.3,0.0,2.8,0.2,48.5,0.0,55.5,13.2,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,108,106,103,114,44,42,1.104,5.080,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,734,906,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,3.3,3.3,0.000,2.639,2977,354,1.2,0.8,2.0,0.035,0.167,9488,1,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1332,20.109,24.508,47.648,1338.0,2000.0,100.0,11.3,0.0,37.0,3370,305,8.0,0,61.0,26.0,1.220,12.094,1.344,20.000,25.500,23.344,0,0,38,2,146.868,2.893,0,
20.2.2017,17:31:46.037,10529,8208,56.1,5447,10858,33.4,0.0,1.129,1.129,1.089,1.104,3288.7,3388.4,3288.7,3288.7,99.7,3288.7,996.6,46.6,66.6,23.3,30.0,66.6,41.6,100.0,33,34,33,33,33,36,39,33,31,64,61,67,69,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,38,42,21.035,17.456,1.570,34.4,55.9,33.4,44.6,10.7,0.0,0.6,2.3,42.8,0.0,55.4,29.7,1063.0,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,109,106,103,114,44,42,1.056,5.120,3.408,3.376,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,755,900,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.5,0.6,0.024,0.497,2977,355,0.0,0.0,0.0,0.000,0.000,9488,1,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1329,20.109,24.508,47.109,1338.0,2000.0,100.0,12.3,3.0,37.0,3530,305,8.0,0,61.0,26.0,2.468,12.063,2.000,20.000,17.656,17.750,0,0,38,2,130.388,5.337,0,
20.2.2017,17:31:46.494,10549,8188,56.3,5475,10830,33.5,0.0,1.100,1.105,1.153,1.111,3295.2,3295.2,3395.0,3395.0,99.9,3494.9,998.5,31.2,28.1,46.8,50.0,50.0,39.0,100.0,33,33,34,34,35,35,37,33,32,65,63,67,68,37,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,38,41,21.374,17.764,1.463,38.1,35.3,40.7,48.0,2.6,2.8,5.9,0.0,45.8,34.2,22.6,16.4,1065.1,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,109,106,103,114,43,42,1.120,5.120,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,755,900,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.2,0.4,0.6,0.036,0.225,2977,355,5.6,0.0,5.6,0.270,0.000,9489,1,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1327,20.109,24.508,47.371,1338.0,2000.0,100.0,11.4,0.0,37.0,3530,305,8.0,0,61.0,26.0,2.468,12.063,1.719,14.500,6529024.000,17.000,0,0,38,2,72.345,1.462,0,
20.2.2017,17:31:47.004,10568,8169,56.4,5494,10811,33.6,0.0,1.136,1.142,1.141,1.078,3390.0,3390.0,3390.0,3390.0,99.7,3489.7,997.1,33.3,36.6,53.3,43.3,53.3,41.6,100.0,34,34,34,34,35,36,38,33,31,64,62,67,69,38,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,37,41,20.909,17.313,1.501,33.6,35.9,44.7,48.0,17.6,4.2,7.9,0.1,33.6,45.7,22.8,29.3,1063.5,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,108,106,103,114,43,42,1.120,5.080,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.136,0.152,0.136,0.144,760,911,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.2,0.3,0.064,0.526,2977,355,0.0,0.3,0.3,0.000,0.040,9489,1,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1325,20.109,24.508,48.426,1338.0,2000.0,100.0,11.0,2.0,37.0,3530,305,8.0,0,61.0,26.0,1.220,12.094,1.594,14.000,-0.737,16.250,0,0,39,2,134.471,5.313,0,
20.2.2017,17:31:47.448,10671,8066,56.9,5620,10685,34.4,0.0,1.104,1.142,1.097,1.126,3392.5,3392.5,3492.3,3492.3,99.8,3392.5,997.8,46.8,46.8,34.3,43.7,46.8,42.9,100.0,34,34,35,35,34,36,38,33,31,64,62,67,69,38,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,38,41,20.822,17.224,1.615,44.4,41.1,34.9,48.3,9.3,5.4,21.1,0.0,25.9,29.4,25.8,27.5,1064.3,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,108,106,103,114,43,41,1.040,5.080,3.408,3.376,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,741,911,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.4,0.6,1.0,0.221,0.571,2977,355,0.0,0.0,0.0,0.000,0.000,9489,1,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1326,20.109,24.508,47.059,1338.0,2000.0,100.0,10.9,0.0,37.0,3530,305,8.0,0,61.0,26.0,1.217,12.063,1.594,14.000,17.063,17.000,0,0,39,2,154.290,6.650,0,
20.2.2017,17:31:47.889,10700,8037,57.1,5649,10656,34.6,0.0,1.136,1.130,1.139,1.112,3390.9,3291.1,3291.1,3490.6,99.7,3390.9,997.3,31.0,37.9,34.4,41.3,41.3,36.2,100.0,34,33,33,35,34,33,37,32,34,67,63,68,66,37,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,38,41,18.820,15.262,1.433,36.0,30.2,29.2,37.5,6.3,6.2,18.1,2.5,26.3,37.3,27.9,46.6,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,108,106,103,114,43,41,1.136,5.120,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,741,915,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.0,0.3,0.3,0.000,0.240,2977,355,0.0,0.0,0.0,0.000,0.000,9489,1,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1316,20.109,24.508,48.168,1338.0,2000.0,100.0,17.3,0.0,36.0,3530,305,8.0,0,61.0,26.0,1.220,12.094,1.344,13.000,17.656,19.969,0,0,39,2,75.008,4.682,0,
20.2.2017,17:31:48.388,10763,7974,57.4,5695,10610,34.9,0.0,1.124,1.151,1.149,1.138,3390.9,3291.1,3490.6,3390.9,99.7,3390.9,997.3,28.5,17.8,21.4,35.7,35.7,25.8,100.0,34,33,35,34,34,35,38,33,31,65,62,67,69,38,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,38,41,19.562,15.935,1.535,37.0,33.6,32.2,45.0,9.7,6.3,9.9,0.2,26.4,40.1,44.5,25.2,1063.8,10.67,15,15,15,35,278,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,35,109,106,103,114,43,41,1.120,5.080,3.408,3.360,12.096,0.168,0.832,3.408,3.216,0.984,0.160,0.144,0.152,0.136,0.144,741,915,34,34,No,No,47,100.0,No,No,2599,5268,35,No,No,0.1,0.4,0.5,0.016,0.652,2977,356,4.6,0.1,4.7,0.073,0.016,9489,1,0.0,0.0,0.0,0.000,0.000,0,0,58,1.219,1302,20.109,24.508,48.141,1338.0,2000.0,100.0,11.9,3.0,36.0,3530,305,8.0,0,61.0,26.0,1.219,0.002,1.344,13.000,16.438,19.969,0,0,39,2,133.559,5.260,0,
